RSID,DamageTypeFixed,DamageTypeCustom,DamageAngleFixed,DamageAngleOffsetDeg,Attack,FixAttack,GuardType,VersusGuardPower,StageDamageTypeFixed,StageDamageExIDFixed,AttackAttrFixed,AttrLevel,AttrValue,AttackCond,IsForceCond,CondValue,IsUseCondDefaultSec,CondCustomSec,StunDamage,FlagBit,MultiHitTimer,HealValue,PriorityFixed,PriorityTypeFixed,DisableContactPointAdjust,IsContactPointAdjustIgnoreDamageAngle,PorterDodgeFixed,DamageLevel,ExtraGuardDamageAngles,ToEmDamageRate,BadConditionPresetGuid,FrenzyOutbreakPoint,AttackFilterType,IsParryFix,IsParryStockOnly,IsParryBreak,IsTechGuardBreak,IsBlockEnable,IsNoWakeUpPl,IsDropDamage,IsAffectScarVital,IsTearScarForce,IsCoercionEnemyDamage,IsKillable,IsUseCondValueEm,CondValueEm,IsForceCondEm,IsUseStunDamageEm,StunDamageEm,IsForceStunEm,EmRateAttack,LaserContinueDamageRate,FriendHitType,EnemyDamageType,IsEnergyAttack,IsExFieldContsCancel,MaxHealthDownValue,ForceKillType,HitEffectTypeFixed,DisableHitEffect,HitEffectAngleZ,HitEffectAngleX,RSName,RSKName,colName,colShapeName,GroupIndex,GName,GLayerIndex,GShapeNames,GJointNames1,GJointNames2,GShapeTypes,GShapeParams,IsSensorCollision,IsArrowFlipCollision,Parts,PressLevel,Type,DamageValue,DamageInterval,ElementDamageValue,ConditionValue,DamageExRate,ElementDamageExRate,HitType,OwnRangeDegree,OwnRangeDegreeRiding,TargetRangeDegree,UniqueIndex,FreeInt,FreeFloat
27,PREY_CONST(15),CAPTURE_NET(-956543104),FRONT(0),0.0,0.0,0.0,NORMAL(0),0.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,捕食用単発パンチ_腕以外,Predation_Punch_NotArm,捕食用単発パンチ_腕以外,|,27,,0,|,Neck0|Chest,Chest|Hip,Capsule|Capsule,"{'start': {'x': 0.0, 'y': -0.3, 'z': -0.3}, 'end': {'x': 0.0, 'y': -0.2, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.1, 'z': -0.1}, 'radius': 0.7}",,,,,,,,,,,,,,,,,,
28,PREY_CONST(15),CAPTURE_NET(-956543104),FRONT(0),0.0,0.0,0.0,NORMAL(0),0.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,捕食用背中タックル,Predation_Tackle,捕食用背中タックル,||||||||,28,,0,||||||||,R_ArmU0|R_ArmL0|Head|Neck0|Chest|L_ArmU0|L_ArmL0|Chest|Chest,R_ArmU1|R_Hand0||Chest|Hip|L_ArmU1|L_Hand0|Chest|Hip,Capsule|Capsule|Sphere|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.45}|{'start': {'x': 8.34465e-07, 'y': -1.072884e-06, 'z': -8.940697e-07}, 'end': {'x': -0.25, 'y': 0.014, 'z': 0.025}, 'radius': 0.4}|{'x': 0.0, 'y': -0.08, 'z': 0.0, 'radius': 0.9}|{'start': {'x': 0.0, 'y': -0.1, 'z': -0.3}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': -0.1}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.45}|{'start': {'x': 8.34465e-07, 'y': -1.072884e-06, 'z': -8.940697e-07}, 'end': {'x': 0.25, 'y': 0.014, 'z': 0.025}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.56, 'z': 1.75}, 'end': {'x': 0.0, 'y': 0.41, 'z': -0.07}, 'radius': 0.95}|{'start': {'x': 0.0, 'y': 0.32, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.33, 'z': 0.0}, 'radius': 0.8}",,,,,,,,,,,,,,,,,,
29,PREY_CONST(15),CAPTURE_NET(-956543104),FRONT(0),0.0,0.0,0.0,NORMAL(0),0.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,捕食用背中タックル_かちあげ,Predation_Tackle_Upper,捕食用背中タックル_かちあげ,||||||||,28,,0,||||||||,R_ArmU0|R_ArmL0|Head|Neck0|Chest|L_ArmU0|L_ArmL0|Chest|Chest,R_ArmU1|R_Hand0||Chest|Hip|L_ArmU1|L_Hand0|Chest|Hip,Capsule|Capsule|Sphere|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.45}|{'start': {'x': 8.34465e-07, 'y': -1.072884e-06, 'z': -8.940697e-07}, 'end': {'x': -0.25, 'y': 0.014, 'z': 0.025}, 'radius': 0.4}|{'x': 0.0, 'y': -0.08, 'z': 0.0, 'radius': 0.9}|{'start': {'x': 0.0, 'y': -0.1, 'z': -0.3}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': -0.1}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.45}|{'start': {'x': 8.34465e-07, 'y': -1.072884e-06, 'z': -8.940697e-07}, 'end': {'x': 0.25, 'y': 0.014, 'z': 0.025}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.56, 'z': 1.75}, 'end': {'x': 0.0, 'y': 0.41, 'z': -0.07}, 'radius': 0.95}|{'start': {'x': 0.0, 'y': 0.32, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.33, 'z': 0.0}, 'radius': 0.8}",,,,,,,,,,,,,,,,,,
30,SMASH(21),NONE(1996289920),CENTER(6),0.0,20.0,0.0,NORMAL(0),10.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,BLAST(-1852839936),False,100.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,TARGET_ONLY(1),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,拘束攻撃finish,Catch_Finish,拘束攻撃finish 拘束対象,|,23,,0,|,R_ArmU0|R_ArmL0,R_ArmU1|R_Hand0,Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 8.34465e-07, 'y': -1.072884e-06, 'z': -8.940697e-07}, 'end': {'x': -0.25, 'y': 0.014, 'z': 0.025}, 'radius': 1.0}",,,,,,,,,,,,,,,,,,
31,SMASH(21),NONE(1996289920),FRONT(0),0.0,40.0,0.0,NORMAL(0),20.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,BLAST(-1852839936),False,100.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,IGNORE_TARGET(2),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,拘束攻撃finish_周り巻き込み,Catch_Finish_other,拘束攻撃finish_拘束対象以外,|||,24,,0,|||,R_ArmU0|R_ArmL0|Head|Neck0,R_ArmU1|R_Hand0||Chest,Capsule|Capsule|Sphere|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.45}|{'start': {'x': 8.34465e-07, 'y': -1.072884e-06, 'z': -8.940697e-07}, 'end': {'x': -0.25, 'y': 0.014, 'z': 0.025}, 'radius': 0.4}|{'x': 0.0, 'y': -0.08, 'z': 0.0, 'radius': 0.9}|{'start': {'x': 0.0, 'y': -0.2, 'z': -0.3}, 'end': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'radius': 1.0}",,,,,,,,,,,,,,,,,,
32,SMASH(21),NONE(1996289920),FRONT(0),0.0,20.0,0.0,NORMAL(0),30.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,True,True,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,ジャンプ用,,ジャンプ用,|||||||||||||||||||,29,,0,|||||||||||||||||||,R_ArmU0|R_ArmL0|Head|Neck0|Chest|L_ArmU0|L_ArmL0|R_LegU0|R_LegL0|R_Foot1|L_LegU0|L_LegL0|L_Foot1|Tail0|Tail1|Tail3|Tail5|Tail7|Tail8|Tail11,R_ArmU1|R_Hand0||Chest|Hip|L_ArmU1|L_Hand0|R_LegU1|R_Foot0|R_Foot0|L_LegU1|L_Foot0|L_Foot0|Tail1|Tail2|Tail4|Tail6|Tail8|Tail10|Tail_Dummy,Capsule|Capsule|Sphere|ContinuousCapsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.45}|{'start': {'x': 8.34465e-07, 'y': -1.072884e-06, 'z': -8.940697e-07}, 'end': {'x': -0.25, 'y': 0.014, 'z': 0.025}, 'radius': 0.4}|{'x': 0.0, 'y': -0.08, 'z': 0.0, 'radius': 0.75}|{'start': {'x': 0.0, 'y': -0.3, 'z': -0.3}, 'end': {'x': 0.0, 'y': -0.3, 'z': 0.0}, 'radius': 1.2}|{'start': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.1, 'z': -0.3}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.45}|{'start': {'x': 8.34465e-07, 'y': -1.072884e-06, 'z': -8.940697e-07}, 'end': {'x': 0.25, 'y': 0.014, 'z': 0.025}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.45}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.35}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': -1.192093e-07, 'y': 8.940697e-08, 'z': 0.0}, 'radius': 0.45}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.35}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.35}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 6.841888e-08, 'y': 0.0, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.70000005}",,,,,,,,,,,,,,,,,,
33,SLIP(22),NONE(1996289920),CENTER(6),0.0,20.0,0.0,NORMAL(0),10.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,10.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,乗りあばれ,,乗りあばれ,||||||,30,,0,||||||,R_ArmU0|R_ArmL0|Head|Neck0|Chest|L_ArmU0|L_ArmL0,R_ArmU1|R_Hand0||Chest|Hip|L_ArmU1|L_Hand0,Capsule|Capsule|Sphere|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.45}|{'start': {'x': 8.34465e-07, 'y': -1.072884e-06, 'z': -8.940697e-07}, 'end': {'x': -0.25, 'y': 0.014, 'z': 0.025}, 'radius': 0.4}|{'x': 0.0, 'y': -0.08, 'z': 0.0, 'radius': 0.75}|{'start': {'x': 0.0, 'y': -0.3, 'z': -0.3}, 'end': {'x': 0.0, 'y': -0.2, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.1, 'z': -0.1}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.45}|{'start': {'x': 8.34465e-07, 'y': -1.072884e-06, 'z': -8.940697e-07}, 'end': {'x': 0.25, 'y': 0.014, 'z': 0.025}, 'radius': 0.4}",,,,,,,,,,,,,,,,,,
34,SMASH_SMALL(-1838723072),NONE(1996289920),FRONT(0),0.0,30.0,0.0,NORMAL(0),20.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,乗りぶつけ,,乗りぶつけ,||,31,,0,||,Head|Neck0|Chest,|Chest|Hip,Sphere|Capsule|Capsule,"{'x': 0.0, 'y': -0.08, 'z': 0.0, 'radius': 0.75}|{'start': {'x': 0.0, 'y': -0.3, 'z': -0.3}, 'end': {'x': 0.0, 'y': -0.2, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.1, 'z': -0.1}, 'radius': 0.7}",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Em0159_00_Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,PRIO_8(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,音反応,SoundReaction,音反応,,0,,0,,Hip,,Sphere,"{'x': 0.0, 'y': 1.0, 'z': 0.0, 'radius': 4.0}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[0]PARTS', '_PartsDataGuid': '00000000-0000-0000-0000-000000000000'}}",,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,PRIO_13(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭,Head,頭,ヒット位置補正2,3,,0,,Head,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 1.0}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[0]PARTS', '_PartsDataGuid': '3002eee5-6a3f-43c6-84b7-0bd0d9d8d0e9'}}",,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,PRIO_15(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,急所_右手,Weak_Point_R,急所_右手,ヒット位置補正1,1,,0,,R_ArmU1,R_ArmU1,Sphere,"{'x': -0.5, 'y': -0.3, 'z': 0.0, 'radius': 0.8}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[1]WEAK_POINT', '_PartsDataGuid': '74525f77-df20-4ba9-b711-32133b7871b6'}}",,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,PRIO_15(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,急所_左手,Weak_Point_L,急所_左手,ヒット位置補正1,2,,0,,L_ArmU1,R_ArmU1,Sphere,"{'x': 0.5, 'y': -0.3, 'z': 0.0, 'radius': 0.8}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[1]WEAK_POINT', '_PartsDataGuid': '33d9aafd-a5ba-4888-9dfe-0e3fb7dfa03f'}}",,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,PRIO_12(3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,右手,Right_Arm,右手,|||,4,,0,|||,R_ArmU0|R_ArmL0|R_Hand1|R_ArmU0_00_HJ,R_ArmU1|R_Hand0|R_ArmU1|R_ArmU1,Capsule|Capsule|Sphere|Sphere,"{'start': {'x': 0.0, 'y': -1.1920929e-07, 'z': 5.9604645e-08}, 'end': {'x': 0.0, 'y': 0.0, 'z': 5.9604645e-08}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': -1.1920929e-07, 'z': 5.9604645e-08}, 'end': {'x': 0.0, 'y': 0.0, 'z': 5.9604645e-08}, 'radius': 0.5}|{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 0.6}|{'x': 0.0, 'y': 0.8, 'z': -0.1, 'radius': 0.8}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[0]PARTS', '_PartsDataGuid': '717bfc7a-b4d4-4536-abec-345a08c5c0ce'}}",,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,PRIO_12(3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,左手,Left_Arm,左手,|||,5,,0,|||,L_ArmU0|L_ArmL0|L_Hand1|L_ArmU0_00_HJ,L_ArmU1|L_Hand0|R_ArmU1|R_ArmU1,Capsule|Capsule|Sphere|Sphere,"{'start': {'x': 0.0, 'y': -1.1920929e-07, 'z': 5.9604645e-08}, 'end': {'x': 0.0, 'y': 0.0, 'z': 5.9604645e-08}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': -1.1920929e-07, 'z': 5.9604645e-08}, 'end': {'x': 0.0, 'y': 0.0, 'z': 5.9604645e-08}, 'radius': 0.5}|{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 0.6}|{'x': 0.0, 'y': 0.8, 'z': -0.1, 'radius': 0.8}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[0]PARTS', '_PartsDataGuid': '344f0269-669d-4d0b-bded-f5d42e55d8eb'}}",,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,PRIO_6(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,右足,Right_Leg,右足,|||,6,,0,|||,R_LegU0|R_LegL0|R_Foot0|R_Foot2,R_LegU1|R_Foot0|R_Foot0|,Capsule|Capsule|Capsule|Sphere,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.35}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.20000002, 'z': 0.0}, 'radius': 0.3}|{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 0.4}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[0]PARTS', '_PartsDataGuid': '2b34a573-bf40-4997-afe0-e826040c7909'}}",,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,PRIO_6(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,左足,Left_Leg,左足,|||,7,,0,|||,L_LegU0|L_LegL0|L_Foot0|L_Foot2,L_LegU1|L_Foot0|L_Foot0|,Capsule|Capsule|Capsule|Sphere,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': -1.192093e-07, 'y': 8.940697e-08, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.35}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.2, 'z': 0.0}, 'radius': 0.3}|{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 0.4}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[0]PARTS', '_PartsDataGuid': '19942738-e7a9-47ce-be70-d3d6d808ec89'}}",,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,PRIO_9(6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,尻尾先端,TailTip,尻尾先端,|,9,,0,|,Tail10|Tail10,Tail11|Tail13,Sphere|Capsule,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 0.8000001}|{'start': {'x': 0.0, 'y': 0.0, 'z': -0.2}, 'end': {'x': 6.841888e-08, 'y': 0.0, 'z': 0.0}, 'radius': 0.85}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[0]PARTS', '_PartsDataGuid': 'a2a87113-e95d-4cc4-b4c9-f9a8fc7d233c'}}",,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,PRIO_8(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,尻尾,Tail,尻尾,||||||,8,,0,||||||,Tail0|Tail4|Tail7|Tail1|Tail2|Tail4|Tail7,Tail1|Tail3|Tail5|Tail2|Tail3|Tail5|Tail9,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.25}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 6.841888e-08, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.25}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 6.841888e-08, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[0]PARTS', '_PartsDataGuid': 'fac1569c-eb61-479a-880a-fa34da2cdee1'}}",,,,,,,,,,,,,,,
