RSID,DamageTypeFixed,DamageTypeCustom,DamageAngleFixed,DamageAngleOffsetDeg,Attack,FixAttack,GuardType,VersusGuardPower,StageDamageTypeFixed,StageDamageExIDFixed,AttackAttrFixed,AttrLevel,AttrValue,AttackCond,IsForceCond,CondValue,IsUseCondDefaultSec,CondCustomSec,StunDamage,FlagBit,MultiHitTimer,HealValue,PriorityFixed,PriorityTypeFixed,DisableContactPointAdjust,IsContactPointAdjustIgnoreDamageAngle,PorterDodgeFixed,DamageLevel,ExtraGuardDamageAngles,ToEmDamageRate,BadConditionPresetGuid,FrenzyOutbreakPoint,AttackFilterType,IsParryFix,IsParryStockOnly,IsParryBreak,IsTechGuardBreak,IsBlockEnable,IsNoWakeUpPl,IsDropDamage,IsAffectScarVital,IsTearScarForce,IsCoercionEnemyDamage,IsKillable,IsUseCondValueEm,CondValueEm,IsForceCondEm,IsUseStunDamageEm,StunDamageEm,IsForceStunEm,EmRateAttack,LaserContinueDamageRate,FriendHitType,EnemyDamageType,IsEnergyAttack,IsExFieldContsCancel,MaxHealthDownValue,ForceKillType,IsTarDirtyAttack,IsLastResortSuccessFinish,HitEffectTypeFixed,DisableHitEffect,HitEffectAngleZ,HitEffectAngleX,RSName,RSKName,colName,colShapeName,GroupIndex,GName,GLayerIndex,GShapeNames,GJointNames1,GJointNames2,GShapeTypes,GShapeParams,PressLevel,IsSensorCollision,IsArrowFlipCollision,Parts,HitType,OwnRangeDegree,OwnRangeDegreeRiding,TargetRangeDegree,UniqueIndex,FreeInt,FreeFloat,Type,DamageValue,DamageInterval,ElementDamageValue,ConditionValue,DamageExRate,ElementDamageExRate
22,SMASH_MIDDLE(20),CAPTURE_NET(-956543104),FRONT(0),0.0,30.0,0.0,NORMAL(0),40.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,乗り（壁ぶつけ）,RideWall,乗り（壁ぶつけ）,|||||||||||||||||||||||||||||||||||||||||||,20,,0,|||||||||||||||||||||||||||||||||||||||||||,Head|Jaw_sub|Jaw_HJ|Neck1|Neck0|Chest|Spine1|Hip|L_ArmU0|L_ArmU1|L_ArmL0|L_Hand0|R_ArmU0|R_ArmU1|R_ArmL0|R_Hand0|L_LegU0|L_LegU1|L_LegL0|L_LegL1|R_LegU0|R_LegU1|R_LegL0|R_LegL1|Tail0|Tail1|Tail2|Tail3|Tail4|Tail5|Tail6|Tail7|Tail8|Tail9|L_WingU0|L_WingU1|L_WingL0|L_HandW0|L_HandW1|R_WingU0|R_WingU1|R_WingL0|R_HandW0|R_HandW1,Head|Jaw|Jaw_HJ|Neck2|Chest|Spine1|Spine0|Tail0|L_ArmU1|L_ArmL0|L_Hand0|L_Hand1|R_ArmU1|R_ArmL0|R_Hand0|R_Hand1|L_LegU1|L_LegL0|L_LegL1|L_Foot0|R_LegU1|R_LegL0|R_LegL1|R_Foot0|Tail1|Tail2|Tail3|Tail4|Tail5|Tail6|Tail7|Tail8|Tail9|Tail10|L_WingU1|L_WingL0|L_HandW0|L_HandW1|L_HandW1|R_WingU1|R_WingL0|R_HandW0|R_HandW1|R_HandW1,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 1.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': -0.5}, 'radius': 0.75}|{'start': {'x': 0.0, 'y': -0.4, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.6, 'z': 0.0}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.3, 'z': 0.5}, 'radius': 0.45}|{'start': {'x': 2.3198275e-07, 'y': 0.0, 'z': 0.65}, 'end': {'x': -5.231166e-08, 'y': 0.01, 'z': 0.06}, 'radius': 0.7}|{'start': {'x': 1.3470998e-07, 'y': 0.0, 'z': 0.0}, 'end': {'x': 4.929715e-07, 'y': 0.0, 'z': 1.0}, 'radius': 1.5}|{'start': {'x': 1.3470998e-07, 'y': 0.0, 'z': 0.0}, 'end': {'x': 4.929715e-07, 'y': 0.0, 'z': 1.0}, 'radius': 1.5}|{'start': {'x': 0.0, 'y': 0.29, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.29, 'z': 0.0}, 'radius': 1.1}|{'start': {'x': -1.983257e-07, 'y': 0.0, 'z': -0.86}, 'end': {'x': -2.4960758e-07, 'y': 0.0, 'z': 0.01}, 'radius': 1.2}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': -0.0200001, 'y': -0.31000113, 'z': -0.31999993}, 'end': {'x': -0.07, 'y': 0.26, 'z': -0.16}, 'radius': 0.9}|{'start': {'x': -0.07, 'y': 0.26, 'z': -0.16}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': 0.0200001, 'y': -0.3100016, 'z': -0.31999993}, 'end': {'x': 0.06999993, 'y': 0.25999975, 'z': -0.16000009}, 'radius': 0.9}|{'start': {'x': 0.06999993, 'y': 0.25999975, 'z': -0.16000009}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.85}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.45}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.35}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}|{'start': {'x': 1.5, 'y': 4.7683716e-07, 'z': -5.9604645e-08}, 'end': {'x': 2.3841858e-07, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 4.7683716e-07, 'z': -5.9604645e-08}, 'end': {'x': 2.3841858e-07, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 4.7683716e-07, 'z': -5.9604645e-08}, 'end': {'x': 2.3841858e-07, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 1.7881393e-07, 'y': 4.7683716e-07, 'z': 0.0}, 'end': {'x': -0.5, 'y': 4.7683716e-07, 'z': -9.536743e-07}, 'radius': 0.8}|{'start': {'x': 1.0, 'y': 4.7683716e-07, 'z': 1.9073486e-06}, 'end': {'x': -0.49999842, 'y': 4.7683716e-07, 'z': -9.536743e-07}, 'radius': 1.0}|{'start': {'x': -1.4999998, 'y': 4.7683716e-07, 'z': -4.7683716e-07}, 'end': {'x': -4.7683716e-07, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 4.7683716e-07, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 4.7683716e-07, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 4.7683716e-07, 'z': -2.3841858e-07}, 'end': {'x': 0.5, 'y': 4.7683716e-07, 'z': -9.536743e-07}, 'radius': 0.8}|{'start': {'x': -1.0, 'y': 0.0, 'z': 2.1457672e-06}, 'end': {'x': 0.49999905, 'y': 0.0, 'z': -9.536743e-07}, 'radius': 1.0}",,,,,,,,,,,,,,,,,,
24,GESTURE(7),NONE(1996289920),COLLIDER_CENTER(-799903744),0.0,0.0,0.0,UNABLE_GUARD(2),0.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,しぐさ（全身）,GestureAll,しぐさ,,22,,0,,root,,Sphere,"{'x': 0.0, 'y': 2.0, 'z': 7.0, 'radius': 8.0}",,,,,,,,,,,,,,,,,,
25,GESTURE(7),NONE(1996289920),COLLIDER_CENTER(-799903744),0.0,0.0,0.0,UNABLE_GUARD(2),0.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,しぐさ（翼腕左）,GestureWL,しぐさ,,23,,0,,L_HandW1,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 4.0}",,,,,,,,,,,,,,,,,,
26,GESTURE(7),NONE(1996289920),COLLIDER_CENTER(-799903744),0.0,0.0,0.0,UNABLE_GUARD(2),0.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,しぐさ（翼腕右）,GestureWR,しぐさ,,24,,0,,R_HandW1,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 4.0}",,,,,,,,,,,,,,,,,,
27,GESTURE(7),NONE(1996289920),COLLIDER_CENTER(-799903744),0.0,0.0,0.0,UNABLE_GUARD(2),0.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,しぐさ（翼腕左2）,GestureWL2,しぐさ,,23,,0,,L_HandW1,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 4.0}",,,,,,,,,,,,,,,,,,
28,GESTURE(7),NONE(1996289920),COLLIDER_CENTER(-799903744),0.0,0.0,0.0,UNABLE_GUARD(2),0.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,しぐさ（翼腕右2）,GestureWR2,しぐさ,,24,,0,,R_HandW1,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 4.0}",,,,,,,,,,,,,,,,,,
29,SMASH_SMALL(-1838723072),CAPTURE_NET(-956543104),BACK(1),0.0,40.0,0.0,ALL_RANGE(1),30.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,前脚攻撃立ち上がり・下（左）,StandingUpAttack_L1,前脚攻撃立ち上がり（振り下ろし）,||,16,,0,||,L_ArmU0|L_ArmL0|L_Hand1,L_ArmU1|L_Hand0|L_Hand1,Capsule|ContinuousCapsule|ContinuousSphere,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'x': 0.0, 'y': 0.0, 'z': 0.5, 'radius': 1.0}",,,,,,,,,,,,,,,,,,
30,SMASH_SMALL(-1838723072),CAPTURE_NET(-956543104),BACK(1),0.0,40.0,0.0,ALL_RANGE(1),30.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,前脚攻撃立ち上がり・下（右）,StandingUpAttack_R1,前脚攻撃立ち上がり（振り下ろし）,||,15,,0,||,R_ArmU0|R_ArmL0|R_Hand1,R_ArmU1|R_Hand0|R_Hand1,Capsule|ContinuousCapsule|ContinuousSphere,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'x': 0.0, 'y': 0.0, 'z': 0.5, 'radius': 1.0}",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Em0164_50_Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,押しアタリ_頭部,Push_Head,BodyPress,|,0,,0,|,Head|Neck1,Head|Neck2,Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 1.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': -0.5}, 'radius': 0.75}|{'start': {'x': 2.3198275e-07, 'y': 0.0, 'z': 0.65}, 'end': {'x': -5.231166e-08, 'y': 0.01, 'z': 0.06}, 'radius': 0.7}",ENEMY_BOSS_LL(2),,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,押しアタリ_胴,Push_Body,BodyPress,|||,1,,0,|||,Neck0|Chest|Spine1|Hip,Chest|Spine1|Spine0|Tail0,Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 1.3470998e-07, 'y': 0.0, 'z': 0.0}, 'end': {'x': 4.929715e-07, 'y': 0.0, 'z': 1.0}, 'radius': 1.5}|{'start': {'x': 1.3470998e-07, 'y': 0.0, 'z': 0.0}, 'end': {'x': 4.929715e-07, 'y': 0.0, 'z': 1.0}, 'radius': 1.5}|{'start': {'x': 0.0, 'y': 0.29, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.29, 'z': 0.0}, 'radius': 1.1}|{'start': {'x': -1.983257e-07, 'y': 0.0, 'z': -0.86}, 'end': {'x': -2.4960758e-07, 'y': 0.0, 'z': 0.01}, 'radius': 1.0}",ENEMY_BOSS_LL(2),,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,押しアタリ_前脚,Push_leg_F,BodyPress,|||||||||||||||,2,,0,|||||||||||||||,L_ArmU0|L_ArmU1|L_ArmL0|L_Hand0|L_ThumbH0|L_IndexH0|L_MiddleH0|L_RingH0|R_ArmU0|R_ArmU1|R_ArmL0|R_Hand0|R_ThumbH0|R_IndexH0|R_MiddleH0|R_RingH0,L_ArmU1|L_ArmL0|L_ArmL0|L_Hand1|L_ThumbH1|L_IndexH1|L_MiddleH1|L_RingH1|R_ArmU1|R_ArmL0|R_ArmL0|R_Hand1|R_ThumbH1|R_IndexH1|R_MiddleH1|R_RingH1,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': -1.6000003, 'z': 0.0}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.35}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.2}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.2}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.2}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.2}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': -2.3841858e-07, 'y': -1.6000003, 'z': 2.3841858e-07}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.35}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.2}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.2}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.2}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.2}",ENEMY_BOSS_LL(2),,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,押しアタリ_後脚,Push_leg_B,BodyPress,|||||||,3,,0,|||||||,L_LegU0|L_LegL0|L_LegL1|L_Foot1|R_LegU0|R_LegL0|R_LegL1|R_Foot1,L_LegU0|L_LegL0|L_LegL1||R_LegU0|R_LegL0|R_LegL1|,Capsule|Capsule|Capsule|Sphere|Capsule|Capsule|Capsule|Sphere,"{'start': {'x': 0.0, 'y': 0.0, 'z': -0.2}, 'end': {'x': 0.0, 'y': -2.1, 'z': 0.1}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': 0.2, 'z': 0.0}, 'end': {'x': 0.0, 'y': -1.3000001, 'z': -0.1}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 5.9604645e-08}, 'end': {'x': 0.0, 'y': -0.6000007, 'z': 0.09999976}, 'radius': 0.25}|{'x': 0.0, 'y': 0.0, 'z': 0.1, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': -0.20000005}, 'end': {'x': 0.0, 'y': -2.1000004, 'z': 0.100000024}, 'radius': 0.5}|{'start': {'x': 1.1920929e-07, 'y': 0.19999993, 'z': 2.3841858e-07}, 'end': {'x': 1.1920929e-07, 'y': -1.3000001, 'z': -0.099999905}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 1.1920929e-07, 'y': -0.6000007, 'z': 0.099999905}, 'radius': 0.25}|{'x': 0.0, 'y': 0.0, 'z': 0.1, 'radius': 0.4}",ENEMY_BOSS_LL(2),,,,,,,,,,,,,,,,,
