RSID,DamageTypeFixed,DamageTypeCustom,DamageAngleFixed,DamageAngleOffsetDeg,Attack,FixAttack,GuardType,VersusGuardPower,StageDamageTypeFixed,StageDamageExIDFixed,AttackAttrFixed,AttrLevel,AttrValue,AttackCond,IsForceCond,CondValue,IsUseCondDefaultSec,CondCustomSec,StunDamage,FlagBit,MultiHitTimer,HealValue,PriorityFixed,PriorityTypeFixed,DisableContactPointAdjust,IsContactPointAdjustIgnoreDamageAngle,PorterDodgeFixed,DamageLevel,ExtraGuardDamageAngles,ToEmDamageRate,BadConditionPresetGuid,FrenzyOutbreakPoint,AttackFilterType,IsParryFix,IsParryStockOnly,IsParryBreak,IsTechGuardBreak,IsBlockEnable,IsNoWakeUpPl,IsDropDamage,IsAffectScarVital,IsTearScarForce,IsCoercionEnemyDamage,IsKillable,IsUseCondValueEm,CondValueEm,IsForceCondEm,IsUseStunDamageEm,StunDamageEm,IsForceStunEm,EmRateAttack,LaserContinueDamageRate,FriendHitType,EnemyDamageType,IsEnergyAttack,IsExFieldContsCancel,MaxHealthDownValue,ForceKillType,HitEffectTypeFixed,DisableHitEffect,HitEffectAngleZ,HitEffectAngleX,RSName,RSKName,colName,colShapeName,GroupIndex,GName,GLayerIndex,GShapeNames,GJointNames1,GJointNames2,GShapeTypes,GShapeParams,IsSensorCollision,IsArrowFlipCollision,Parts,PressLevel,HitType,OwnRangeDegree,OwnRangeDegreeRiding,TargetRangeDegree,UniqueIndex,FreeInt,FreeFloat,Type,DamageValue,DamageInterval,ElementDamageValue,ConditionValue,DamageExRate,ElementDamageExRate,IsOnlyHitEmAttack
19,SMASH_HYPER(10),CAPTURE_NET(-956543104),COLLIDER_CENTER(-799903744),0.0,95.0,0.0,ALL_RANGE(1),60.0,L(1343184512),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,35.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.5,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,True,True,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,上半身プレス_冷気なし,,上半身プレス_（コア破壊後）,||||||||||||||||||||||,11,,0,||||||||||||||||||||||,Head|Head|R_InnerJaw_00|L_InnerJaw_00|Neck6|Neck5|Neck4|Neck3|Neck2|Neck0|Chest|Spine4|Spine2|R_ArmU0|R_ArmL0|R_Hand0|R_Hand0|R_Hand0|L_ArmU0|L_ArmL0|L_Hand0|L_Hand0|L_Hand0,Head|Head|R_Jaw_ReSu_off01|L_Jaw_ReSu_off01|Neck5|Neck4|Neck3|Neck2|Neck1|Chest|Spine4|Spine3|Spine1|R_ArmU1|R_ArmL0|R_MiddleH2|R_RingH2|R_ThumbH0|L_ArmU1|L_ArmL0|L_MiddleH2|L_RingH2|L_ThumbH0,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': -0.1, 'z': -0.3}, 'end': {'x': 0.0, 'y': -0.1, 'z': -0.1}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.5}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.1, 'z': 0.30000022}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.3, 'z': 0.0}, 'radius': 1.1}|{'start': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'radius': 1.2}|{'start': {'x': 0.0, 'y': -0.2, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'radius': 1.25}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': -0.1, 'y': -1.0, 'z': -0.1}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': 0.0, 'z': 3.5762787e-07}, 'end': {'x': 0.0, 'y': 0.0, 'z': -0.01}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': -0.15, 'y': 0.1, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 5.9604645e-08, 'z': 4.7683716e-07}, 'end': {'x': 0.03, 'y': -0.2, 'z': -0.08}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.10000014, 'y': -0.99999976, 'z': -0.099999905}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': -2.3841858e-07, 'z': 3.5762787e-07}, 'end': {'x': 0.0, 'y': -0.05000019, 'z': -0.01000011}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.14999998, 'y': 0.099999905, 'z': 1.1920929e-07}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': -2.3841858e-07, 'z': 3.5762787e-07}, 'end': {'x': -0.029999971, 'y': -0.20000029, 'z': -0.07999992}, 'radius': 0.3}",,,,,,,,,,,,,,,,,,,
20,SMASH(21),CAPTURE_NET(-956543104),COLLIDER_CENTER(-799903744),0.0,60.0,0.0,ALL_RANGE(1),50.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],0.5,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,,,,||||||||,17,,0,||||||||,Hip|Tail0|Tail1|Tail2|Tail3|Tail4|Tail5|Tail6|Tail7,Tail0|Tail1|Tail2|Tail3|Tail4|Tail5|Tail6|Tail7|Tail8,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.75}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.65}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': 4.529953e-06, 'y': 1.66893e-06, 'z': 0.0}, 'end': {'x': 1.4305115e-06, 'y': 2.3841858e-07, 'z': -0.4}, 'radius': 0.3}",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Em0162_00_Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,PRIO_8(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,音反応,SoundReaction,音反応,,0,,0,,root,,Sphere,"{'x': 0.0, 'y': 2.0, 'z': 3.0, 'radius': 6.0}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[0]PARTS', '_PartsDataGuid': '00000000-0000-0000-0000-000000000000'}}",,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,PRIO_15(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,口_急所アタリ,MOUTH_WEAK,口急所,|,21,,0,|,VFX_Breath|Neck6,Head|Neck5,Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.1, 'z': -0.4}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.30000022}, 'radius': 0.7}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[1]WEAK_POINT', '_PartsDataGuid': '87080f78-e54f-4194-8349-ba489ad19004'}}",,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,PRIO_15(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,胸部_急所アタリ,CHEST_WEAK,胸急所,ヒット位置補正２,22,,0,胸の急所,Chest,,Sphere,"{'x': 0.0, 'y': -1.0, 'z': 1.0, 'radius': 1.3}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[1]WEAK_POINT', '_PartsDataGuid': 'eb976be2-b1fa-4013-bacf-94f5e8a1005d'}}",,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,PRIO_15(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭ダウン急所,HEAD_WEAK,ダウン時頭弱点,|||,23,,0,|||,Head|Neck6|Neck6|Head,Head|R_VFX_head_shell_02|L_VFX_head_shell_02|Head,Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': -0.1, 'z': -0.5}, 'end': {'x': 0.0, 'y': -0.1, 'z': -0.1}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.3}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.6}|{'start': {'x': -2.6201262e-16, 'y': 0.0, 'z': 0.3000002}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.6}, 'radius': 0.6}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[1]WEAK_POINT', '_PartsDataGuid': '4d8d97ce-d7c9-4b6e-8ea9-87e3d99bde43'}}",,,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,,,,,,,,,PRIO_15(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,腰ダウン急所,WAIST_WEAK,ダウン時腰弱点,|||||||,24,,0,|||||||,R_Hip_hip_shell00|R_Hip_hip_shell01|R_Hip_hip_shell03|R_Hip_hip_shell05|L_Hip_hip_shell05|L_Hip_hip_shell00|L_Hip_hip_shell01|L_Hip_hip_shell03,R_Hip_hip_shell00|R_Hip_hip_shell01|R_Hip_hip_shell03|R_Hip_hip_shell05|L_Hip_hip_shell05|L_Hip_hip_shell00|L_Hip_hip_shell01|L_Hip_hip_shell03,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.2, 'y': 0.3, 'z': 0.4}, 'end': {'x': 0.3, 'y': 0.6, 'z': 0.6}, 'radius': 0.5}|{'start': {'x': 0.3, 'y': 0.4, 'z': 0.4}, 'end': {'x': 0.4, 'y': 0.8, 'z': 0.7}, 'radius': 0.5}|{'start': {'x': 0.4, 'y': 0.5, 'z': 0.4}, 'end': {'x': 0.4, 'y': 0.85, 'z': 0.6}, 'radius': 0.5}|{'start': {'x': 0.4, 'y': 0.6, 'z': 0.2}, 'end': {'x': 0.45, 'y': 1.1, 'z': 0.4}, 'radius': 0.5}|{'start': {'x': -0.40033638, 'y': 0.59950995, 'z': 0.20022869}, 'end': {'x': -0.4503364, 'y': 1.09951, 'z': 0.40022898}, 'radius': 0.5}|{'start': {'x': -0.20018995, 'y': 0.29955864, 'z': 0.39994693}, 'end': {'x': -0.30018997, 'y': 0.59955883, 'z': 0.599947}, 'radius': 0.5}|{'start': {'x': -0.30042106, 'y': 0.40022612, 'z': 0.40018106}, 'end': {'x': -0.40042105, 'y': 0.800226, 'z': 0.700181}, 'radius': 0.5}|{'start': {'x': -0.40040693, 'y': 0.4995942, 'z': 0.3999033}, 'end': {'x': -0.40040693, 'y': 0.8495941, 'z': 0.5999031}, 'radius': 0.4}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[1]WEAK_POINT', '_PartsDataGuid': '8bd33ea9-7aea-478b-aaab-78532776a54e'}}",,,,,,,,,,,,,,,,
103,,,,,,,,,,,,,,,,,,,,,,,PRIO_15(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,尻尾ダウン急所,TAIL_WEAK,ダウン時尻尾弱点,|||||,25,,0,|||||,Tail2|Tail3|Tail4|Tail5|Tail6|Tail7,Tail3|Tail4|Tail5|Tail6|Tail7|Tail8,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': -0.3, 'z': 0.5}, 'end': {'x': 0.0, 'y': -0.3, 'z': 0.5}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': -0.3, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.3, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 4.529953e-06, 'y': -0.3, 'z': 0.0}, 'end': {'x': 1.4305115e-06, 'y': -0.3, 'z': -0.8000001}, 'radius': 0.8}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[1]WEAK_POINT', '_PartsDataGuid': '3569489b-3d63-468f-96db-f45ca0356d28'}}",,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,PRIO_15(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,背中ダウン急所,MAIN_WEAK,ダウン時背中弱点,|||||,26,,0,|||||,R_back_shell02_CH_end|R_back_shell04_CH_end|R_back_shell06_CH_end|L_back_shell02_CH_end|L_back_shell04_CH_end|L_back_shell06_CH_end,R_VFX_back_shell02|R_VFX_back_shell04|R_VFX_back_shell06|L_VFX_back_shell02|L_VFX_back_shell04|L_VFX_back_shell06,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.9, 'z': 0.2}, 'end': {'x': 0.0, 'y': 0.2, 'z': 0.5}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': 0.8, 'z': 0.3}, 'end': {'x': 0.0, 'y': 0.2, 'z': 0.5}, 'radius': 0.7}|{'start': {'x': 0.1, 'y': 0.85, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.5, 'z': 0.5}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': 0.9000001, 'z': 0.20000005}, 'end': {'x': 0.0, 'y': 0.20000029, 'z': 0.49999976}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': 0.8000004, 'z': 0.2999997}, 'end': {'x': 0.0, 'y': 0.20000029, 'z': 0.50000024}, 'radius': 0.7}|{'start': {'x': -0.100000024, 'y': 0.85000014, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.5, 'z': 0.5}, 'radius': 0.7}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[1]WEAK_POINT', '_PartsDataGuid': '8ec0b518-8b7d-47bc-93e0-4afe6d19ba40'}}",,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,PRIO_8(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭_ダメージアタリ,Head,頭,||||||||,9,,0,||||||||,Head|Neck6|Neck6|Neck6|Neck6|Head|R_InnerJaw_00|L_InnerJaw_00|Neck6,Head|R_VFX_head_shell_02|L_VFX_head_shell_02|R_VFX_head_shell_02|L_VFX_head_shell_02|Head|R_Jaw_ReSu_off01|L_Jaw_ReSu_off01|Neck5,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': -0.1, 'z': -0.5}, 'end': {'x': 0.0, 'y': -0.1, 'z': -0.1}, 'radius': 0.65}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.3}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': -2.6201262e-16, 'y': 0.0, 'z': 0.3000002}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': -5.662441e-07, 'y': 3.0994415e-06, 'z': 0.3000033}, 'end': {'x': -0.2, 'y': 0.2, 'z': 1.0}, 'radius': 0.45}|{'start': {'x': -2.0861626e-07, 'y': 1.1920929e-06, 'z': 0.30000138}, 'end': {'x': 0.2, 'y': 0.2, 'z': 1.0}, 'radius': 0.45}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.5}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.2, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.2, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.30000022}, 'radius': 0.5}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[0]PARTS', '_PartsDataGuid': '19a86f1f-1364-480a-8376-d6e4c398b3e0'}}",,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,PRIO_8(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,首_ダメージアタリ,Neck,首,|||,10,,0,|||,Neck5|Neck4|Neck3|Neck2,Neck4|Neck3|Neck2|Neck1,Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.1, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.10000002, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': 0.2, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.15, 'z': 0.0}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': 0.2, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.6}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[0]PARTS', '_PartsDataGuid': '730e6688-98df-49c0-b5bd-425af26635ad'}}",,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,PRIO_8(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,背部コア_無効_ダメージアタリ,MCORE_BOFORE,メインコア（解除前）,|||||,17,,0,|||||,R_back_shell02_CH_end|R_back_shell04_CH_end|R_back_shell06_CH_end|L_back_shell02_CH_end|L_back_shell04_CH_end|L_back_shell06_CH_end,R_VFX_back_shell02|R_VFX_back_shell04|R_VFX_back_shell06|L_VFX_back_shell02|L_VFX_back_shell04|L_VFX_back_shell06,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.9, 'z': 0.2}, 'end': {'x': 0.0, 'y': 0.2, 'z': 0.5}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': 0.8, 'z': 0.3}, 'end': {'x': 0.0, 'y': 0.2, 'z': 0.5}, 'radius': 0.6}|{'start': {'x': 0.1, 'y': 0.85, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.5, 'z': 0.5}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': 0.9000001, 'z': 0.20000005}, 'end': {'x': 0.0, 'y': 0.20000029, 'z': 0.49999976}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': 0.8000004, 'z': 0.2999997}, 'end': {'x': 0.0, 'y': 0.20000029, 'z': 0.50000024}, 'radius': 0.6}|{'start': {'x': -0.100000024, 'y': 0.85000014, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.5, 'z': 0.5}, 'radius': 0.6}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[0]PARTS', '_PartsDataGuid': '2634fff9-58e8-4555-aece-0e6f96bf2406'}}",,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,PRIO_8(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,背部コア_有効_ダメージアタリ,MCORE_AFTER,メインコア（解除後）,|||||,18,,0,|||||,R_back_shell02_CH_end|R_back_shell04_CH_end|R_back_shell06_CH_end|L_back_shell02_CH_end|L_back_shell04_CH_end|L_back_shell06_CH_end,R_VFX_back_shell02|R_VFX_back_shell04|R_VFX_back_shell06|L_VFX_back_shell02|L_VFX_back_shell04|L_VFX_back_shell06,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.9, 'z': 0.2}, 'end': {'x': 0.0, 'y': 0.2, 'z': 0.5}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': 0.8, 'z': 0.3}, 'end': {'x': 0.0, 'y': 0.2, 'z': 0.5}, 'radius': 0.6}|{'start': {'x': 0.1, 'y': 0.85, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.5, 'z': 0.5}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': 0.9000001, 'z': 0.20000005}, 'end': {'x': 0.0, 'y': 0.20000029, 'z': 0.49999976}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': 0.8000004, 'z': 0.2999997}, 'end': {'x': 0.0, 'y': 0.20000029, 'z': 0.50000024}, 'radius': 0.6}|{'start': {'x': -0.100000024, 'y': 0.85000014, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.5, 'z': 0.5}, 'radius': 0.6}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[0]PARTS', '_PartsDataGuid': '83fe089f-d9a0-4e12-850a-a26202a5835c'}}",,,,,,,,,,,,,,,,
105,,,,,,,,,,,,,,,,,,,,,,,PRIO_8(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,背部コア_破壊後_ダメージアタリ,MCORE_BREAK,メインコア（解除後）,||||,19,,0,||||,R_back_shell02_CH_end|R_back_shell04_CH_end|L_back_shell02_CH_end|L_back_shell04_CH_end|L_back_shell06_CH_end,R_VFX_back_shell02|R_VFX_back_shell04|L_VFX_back_shell02|L_VFX_back_shell04|L_VFX_back_shell06,Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': -1.7881393e-07, 'y': 0.89999795, 'z': 0.20000029}, 'end': {'x': -0.3, 'y': -0.4, 'z': -0.2}, 'radius': 0.4}|{'start': {'x': 0.2, 'y': 0.7, 'z': 0.1}, 'end': {'x': -0.2, 'y': -0.5, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': -1.7881393e-07, 'y': 0.9000001, 'z': 0.1999996}, 'end': {'x': 0.2999999, 'y': -0.4, 'z': -0.2}, 'radius': 0.4}|{'start': {'x': -0.2, 'y': 0.7, 'z': 0.1}, 'end': {'x': 0.19999951, 'y': -0.4999969, 'z': -1.7881393e-07}, 'radius': 0.4}|{'start': {'x': -0.09999931, 'y': 0.85000014, 'z': 3.2782555e-07}, 'end': {'x': 0.0, 'y': 0.2, 'z': 0.2}, 'radius': 0.45}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[0]PARTS', '_PartsDataGuid': '83fe089f-d9a0-4e12-850a-a26202a5835c'}}",,,,,,,,,,,,,,,,
