RSID,DamageTypeFixed,DamageTypeCustom,DamageAngleFixed,DamageAngleOffsetDeg,Attack,FixAttack,GuardType,VersusGuardPower,StageDamageTypeFixed,StageDamageExIDFixed,AttackAttrFixed,AttrLevel,AttrValue,AttackCond,IsForceCond,CondValue,IsUseCondDefaultSec,CondCustomSec,StunDamage,FlagBit,MultiHitTimer,HealValue,PriorityFixed,PriorityTypeFixed,DisableContactPointAdjust,IsContactPointAdjustIgnoreDamageAngle,PorterDodgeFixed,DamageLevel,ExtraGuardDamageAngles,ToEmDamageRate,BadConditionPresetGuid,FrenzyOutbreakPoint,AttackFilterType,IsParryFix,IsParryStockOnly,IsParryBreak,IsTechGuardBreak,IsBlockEnable,IsNoWakeUpPl,IsDropDamage,IsAffectScarVital,IsTearScarForce,IsCoercionEnemyDamage,IsKillable,IsUseCondValueEm,CondValueEm,IsForceCondEm,IsUseStunDamageEm,StunDamageEm,IsForceStunEm,EmRateAttack,LaserContinueDamageRate,FriendHitType,EnemyDamageType,IsEnergyAttack,HitEffectTypeFixed,DisableHitEffect,HitEffectAngleZ,HitEffectAngleX,RSName,RSKName,colName,colShapeName,GroupIndex,GName,GLayerIndex,GShapeNames,GJointNames1,GJointNames2,GShapeTypes,GShapeParams,IsSensorCollision,IsArrowFlipCollision,Parts,PressLevel,Type,DamageValue,DamageInterval,ElementDamageValue,ConditionValue,DamageExRate,ElementDamageExRate,HitType,OwnRangeDegree,OwnRangeDegreeRiding,TargetRangeDegree,UniqueIndex,FreeInt,FreeFloat
38,SMASH_MIDDLE(20),CAPTURE_NET(-956543104),CENTER(6),0.0,12.0,0.0,NORMAL(0),50.0,M(-1996372096),NONE(-94023312),FIRE(1),0,28.0,NONE(1220034176),False,0.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,['ROLLING_R(8)'],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,半回転攻撃_胴(炎纏い),Body_SpinAttack_Fire,半回転攻撃(炎纏い),|||||||||||||||||||,10,,0,|||||||||||||||||||,L_Multi0_Leg7|L_Multi0_Leg5|L_Multi0_Leg7|L_Multi1_Leg5|L_Multi1_Leg7|R_Multi0_Leg5|R_Multi0_Leg7|R_Multi1_Leg5|R_Multi1_Leg7|L_Multi2_Leg5|L_Multi2_Leg7|L_Multi2_Leg7|L_Multi0_Leg7|L_Multi0_Leg9|L_Multi1_Leg7|L_Multi1_Leg9|R_Multi1_Leg7|R_Multi1_Leg9|R_Multi2_Leg7|R_Multi2_Leg9,R_Multi0_Leg7|L_Multi1_Leg7|L_Multi1_Leg5|L_Multi2_Leg7|L_Multi2_Leg5|R_Multi1_Leg7|R_Multi1_Leg5|R_Multi2_Leg7|R_Multi2_Leg5|R_Multi2_Leg7|R_Multi2_Leg5|R_Multi2_Leg7|L_Multi0_Leg9|L_Multi0_Leg11|L_Multi1_Leg9|L_Multi1_Leg11|R_Multi1_Leg9|R_Multi1_Leg11|R_Multi2_Leg9|R_Multi2_Leg11,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': -0.3, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': -0.3, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': -0.3, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': -0.3, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}",,,,,,,,,,,,,,,,,,
9,SMASH_MIDDLE(20),CAPTURE_NET(-956543104),FRONT(0),0.0,50.0,0.0,NORMAL(0),30.0,M(-1996372096),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,"['CENTER(6)', 'ROLLING_L(9)']",1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,斜め触腕叩きつけ_左前,L_Front_SlantingSlap,斜め触腕叩きつけ_左前,||||,11,,0,||||,L_Multi0_Leg7|L_Multi0_Leg8|L_Multi0_Leg11|L_Multi0_Leg13|L_Multi0_Leg15,L_Multi0_Leg6|L_Multi0_Leg10|L_Multi0_Leg12|L_Multi0_Leg14|L_Multi0_Leg16,ContinuousCapsule|ContinuousCapsule|ContinuousCapsule|ContinuousCapsule|ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}",,,,,,,,,,,,,,,,,,
25,SMASH_MIDDLE(20),CAPTURE_NET(-956543104),FRONT(0),0.0,15.0,0.0,NORMAL(0),30.0,M(-1996372096),NONE(-94023312),FIRE(1),0,35.0,NONE(1220034176),False,0.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,"['CENTER(6)', 'ROLLING_L(9)']",1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,斜め触腕叩きつけ_左前(炎纏い),L_Front_SlantingSlap_Fire,斜め触腕叩きつけ_左前(炎纏い),||||,11,,0,||||,L_Multi0_Leg7|L_Multi0_Leg8|L_Multi0_Leg11|L_Multi0_Leg13|L_Multi0_Leg15,L_Multi0_Leg6|L_Multi0_Leg10|L_Multi0_Leg12|L_Multi0_Leg14|L_Multi0_Leg16,ContinuousCapsule|ContinuousCapsule|ContinuousCapsule|ContinuousCapsule|ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}",,,,,,,,,,,,,,,,,,
75,SMASH_MIDDLE(20),CAPTURE_NET(-956543104),FRONT(0),0.0,50.0,0.0,NORMAL(0),30.0,M(-1996372096),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,"['CENTER(6)', 'ROLLING_R(8)']",1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,斜め触腕叩きつけ_右前,R_Front_SlantingSlap,斜め触腕叩きつけ_右前,||||,13,,0,||||,R_Multi0_Leg7|R_Multi0_Leg8|R_Multi0_Leg11|R_Multi0_Leg13|R_Multi0_Leg15,R_Multi0_Leg6|R_Multi0_Leg10|R_Multi0_Leg12|R_Multi0_Leg14|R_Multi0_Leg16,ContinuousCapsule|ContinuousCapsule|ContinuousCapsule|ContinuousCapsule|ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}",,,,,,,,,,,,,,,,,,
76,SMASH_MIDDLE(20),CAPTURE_NET(-956543104),FRONT(0),0.0,15.0,0.0,NORMAL(0),30.0,M(-1996372096),NONE(-94023312),FIRE(1),0,35.0,NONE(1220034176),False,0.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,"['CENTER(6)', 'ROLLING_R(8)']",1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,斜め触腕叩きつけ_右前(炎纏い),R_Front_SlantingSlap_Fire,斜め触腕叩きつけ_右前(炎纏い),||||,13,,0,||||,R_Multi0_Leg7|R_Multi0_Leg8|R_Multi0_Leg11|R_Multi0_Leg13|R_Multi0_Leg15,R_Multi0_Leg6|R_Multi0_Leg10|R_Multi0_Leg12|R_Multi0_Leg14|R_Multi0_Leg16,ContinuousCapsule|ContinuousCapsule|ContinuousCapsule|ContinuousCapsule|ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}",,,,,,,,,,,,,,,,,,
11,SMASH_MIDDLE(20),CAPTURE_NET(-956543104),FRONT(0),0.0,50.0,0.0,NORMAL(0),30.0,M(-1996372096),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,['CENTER(6)'],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,斜め触腕叩きつけ_左横,L_Side_SlantingSlap,斜め触腕叩きつけ_左横,|||,12,,0,|||,L_Multi1_Leg8|L_Multi1_Leg11|L_Multi1_Leg13|L_Multi1_Leg15,L_Multi1_Leg10|L_Multi1_Leg12|L_Multi1_Leg14|L_Multi1_Leg16,ContinuousCapsule|ContinuousCapsule|ContinuousCapsule|ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}",,,,,,,,,,,,,,,,,,
26,SMASH_MIDDLE(20),CAPTURE_NET(-956543104),FRONT(0),0.0,15.0,0.0,NORMAL(0),30.0,M(-1996372096),NONE(-94023312),FIRE(1),0,35.0,NONE(1220034176),False,0.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,['CENTER(6)'],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,斜め触腕叩きつけ_左横(炎纏い),L_Side_SlantingSlap_Fire,斜め触腕叩きつけ_左横(炎纏い),|||,12,,0,|||,L_Multi1_Leg8|L_Multi1_Leg11|L_Multi1_Leg13|L_Multi1_Leg15,L_Multi1_Leg10|L_Multi1_Leg12|L_Multi1_Leg14|L_Multi1_Leg16,ContinuousCapsule|ContinuousCapsule|ContinuousCapsule|ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}",,,,,,,,,,,,,,,,,,
77,SMASH_MIDDLE(20),CAPTURE_NET(-956543104),FRONT(0),0.0,50.0,0.0,NORMAL(0),30.0,M(-1996372096),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,['CENTER(6)'],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,斜め触腕叩きつけ_右横,R_Side_SlantingSlap,斜め触腕叩きつけ_右横,|||,14,,0,|||,R_Multi1_Leg8|R_Multi1_Leg11|R_Multi1_Leg13|R_Multi1_Leg15,R_Multi1_Leg10|R_Multi1_Leg12|R_Multi1_Leg14|R_Multi1_Leg16,ContinuousCapsule|ContinuousCapsule|ContinuousCapsule|ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}",,,,,,,,,,,,,,,,,,
78,SMASH_MIDDLE(20),CAPTURE_NET(-956543104),FRONT(0),0.0,15.0,0.0,NORMAL(0),30.0,M(-1996372096),NONE(-94023312),FIRE(1),0,35.0,NONE(1220034176),False,0.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,['CENTER(6)'],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,斜め触腕叩きつけ_右横(炎纏い),R_Side_SlantingSlap_Fire,斜め触腕叩きつけ_右横(炎纏い),|||,14,,0,|||,R_Multi1_Leg8|R_Multi1_Leg11|R_Multi1_Leg13|R_Multi1_Leg15,R_Multi1_Leg10|R_Multi1_Leg12|R_Multi1_Leg14|R_Multi1_Leg16,ContinuousCapsule|ContinuousCapsule|ContinuousCapsule|ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}",,,,,,,,,,,,,,,,,,
14,SMASH(21),CAPTURE_NET(-956543104),FRONT(0),0.0,75.0,0.0,NORMAL(0),70.0,L(1343184512),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,35.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,['CENTER(6)'],4.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,True,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,前方のしかかり_左前,L_Front_BodyPress,前方のしかかり,||,15,,0,||,L_Multi0_Leg5|L_Multi0_Leg9|L_Multi0_Leg13,L_Multi0_Leg8|L_Multi0_Leg12|L_Multi0_Leg15,Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.15}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.15}",,,,,,,,,,,,,,,,,,
27,SMASH(21),CAPTURE_NET(-956543104),FRONT(0),0.0,22.0,0.0,NORMAL(0),70.0,L(1343184512),NONE(-94023312),FIRE(1),0,53.0,NONE(1220034176),False,0.0,True,0.0,35.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,['CENTER(6)'],4.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,True,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,前方のしかかり_左前(炎纏い),L_Front_BodyPress_Fire,前方のしかかり(炎纏い),||,15,,0,||,L_Multi0_Leg5|L_Multi0_Leg9|L_Multi0_Leg13,L_Multi0_Leg8|L_Multi0_Leg12|L_Multi0_Leg15,Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.15}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.15}",,,,,,,,,,,,,,,,,,
29,SMASH(21),CAPTURE_NET(-956543104),FRONT(0),0.0,75.0,0.0,NORMAL(0),70.0,L(1343184512),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,35.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,['CENTER(6)'],4.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,True,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,前方のしかかり_右前,R_Front_BodyPress,前方のしかかり,||,16,,0,||,R_Multi0_Leg5|R_Multi0_Leg9|R_Multi0_Leg13,R_Multi0_Leg8|R_Multi0_Leg12|R_Multi0_Leg15,Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.15}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.15}",,,,,,,,,,,,,,,,,,
30,SMASH(21),CAPTURE_NET(-956543104),FRONT(0),0.0,22.0,0.0,NORMAL(0),70.0,L(1343184512),NONE(-94023312),FIRE(1),0,53.0,NONE(1220034176),False,0.0,True,0.0,35.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,['CENTER(6)'],4.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,True,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,前方のしかかり_右前(炎纏い),R_Front_BodyPress_Fire,前方のしかかり(炎纏い),||,16,,0,||,R_Multi0_Leg5|R_Multi0_Leg9|R_Multi0_Leg13,R_Multi0_Leg8|R_Multi0_Leg12|R_Multi0_Leg15,Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.15}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.15}",,,,,,,,,,,,,,,,,,
31,SMASH(21),CAPTURE_NET(-956543104),FRONT(0),0.0,75.0,0.0,NORMAL(0),70.0,L(1343184512),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,35.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,['CENTER(6)'],4.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,True,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,前方のしかかり_左横,L_Side_BodyPress,前方のしかかり,||,17,,0,||,L_Multi1_Leg8|L_Multi1_Leg11|L_Multi1_Leg13,L_Multi1_Leg10|L_Multi1_Leg12|L_Multi1_Leg16,Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': -0.3, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}",,,,,,,,,,,,,,,,,,
