RSID,DamageTypeFixed,DamageTypeCustom,DamageAngleFixed,DamageAngleOffsetDeg,Attack,FixAttack,GuardType,VersusGuardPower,StageDamageTypeFixed,StageDamageExIDFixed,AttackAttrFixed,AttrLevel,AttrValue,AttackCond,IsForceCond,CondValue,IsUseCondDefaultSec,CondCustomSec,StunDamage,FlagBit,MultiHitTimer,HealValue,PriorityFixed,PriorityTypeFixed,DisableContactPointAdjust,IsContactPointAdjustIgnoreDamageAngle,PorterDodgeFixed,ActionTypeFixed,PartsBreakRate,ParryDamage,RideDamage,BattleRidingAttackType,RidingScarDamage,RidingSuccessDamage,RidingSuccessDamageRawScar,IsSkillHien,IsPointAttack,IsPrePointHitReaction,TearScarCreateRate,TearScarDamageRate,RawScarDamageRate,OldScarDamageRate,IsScarForceChange,IsRawScarForce,IsRawScarLimit,IsWeakPointLimit,NoDamageReaction,IsMultiHitEmParts,MultiHitEmPartsMaxNum,IsMultiHitEmWeak,MultiHitEmWeakMaxNum,MultiHitRateCurve,IsLaserGuardCounter,IsWpPhysicalAttack,IsNoUseKireaji,IsForceUseKireajiAttackRate,IsCustomKireajiReduce,CustomKireajiReduce,UseStatusAttackPower,UseStatusAttrPower,StatusAttrRate,StatusConditionRate,UseSkillAdditionalDamage,UseSkillContinuousAttack,MultiHitStatusRateCurve,IsNoCritical,IsCustomShockAbsorberRate,CustomShockAbsorberRate,IsGestureAttack,HitEffectTypeFixed,DisableHitEffect,HitEffectAngleZ,HitEffectAngleX,HitEffectOverwriteConnectID,GeneralValue1,GeneralValue2,GeneralValue3,FriendDamageTypeFixed,IsSensor,CameraShakeGuid,IsEnableMotSeqCameraShake,IgnoreRecoil,HitStopType,HitStopIgnoreResponse,RSName,RSKName,colName,colShapeName,GroupIndex,GName,GLayerIndex,GShapeNames,GJointNames1,GJointNames2,GShapeTypes,GShapeParams
14,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,22.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,USE_MULIT_HIT(1),8.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,True,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,True,False,10.0,True,True,0.3,0.3,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1.0,0.0,0.0,0.0,NONE(55),False,29990da0-4ef3-4b6e-9de0-e775e1c19338,True,True,INVALID(-361180672),False,フィニッシュ斬り2段目レプリカ,,フィニッシュ斬り多段部分_レプリカ,|||,11,,0,|||,Root|Root|Root|Root,Root|Root|Root|Root,ContinuousCapsule|ContinuousCapsule|ContinuousCapsule|ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 1.0}, 'radius': 0.4}|{'start': {'x': 0.2, 'y': 0.5, 'z': 0.2}, 'end': {'x': 0.2, 'y': 0.5, 'z': 0.8}, 'radius': 0.6}|{'start': {'x': 0.2, 'y': -0.5, 'z': 0.2}, 'end': {'x': 0.2, 'y': -0.5, 'z': 0.8}, 'radius': 0.6}|{'start': {'x': 0.6, 'y': 0.0, 'z': 0.2}, 'end': {'x': 0.6, 'y': 0.0, 'z': 0.8}, 'radius': 0.6}"
15,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,65.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,f8ce0ae6-c3e1-484d-acea-d7e507d123a4,False,True,STOMP_02(-1421223296),False,旋刈り,,旋刈り,,0,,0,,Root,Root,ContinuousCapsule,"{'start': {'x': -2.316225e-08, 'y': 0.0, 'z': 0.3295327}, 'end': {'x': 3.0171574e-08, 'y': 0.0, 'z': 2.5}, 'radius': 0.5}"
5,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,41.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.0,1.0,True,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,f8ce0ae6-c3e1-484d-acea-d7e507d123a4,False,False,S_SLASH_02(31010),False,回転切り,,回転切り,,4,,0,,Root,Root,ContinuousCapsule,"{'start': {'x': 3.501013e-08, 'y': 0.0, 'z': 0.0}, 'end': {'x': -5.285572e-08, 'y': 0.0, 'z': 1.6}, 'radius': 0.6}"
6,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,18.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.0,1.0,True,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,False,S_SLASH_01(31722),False,斬り上げ,,斬り上げ,,4,,0,,Root,Root,ContinuousCapsule,"{'start': {'x': 3.501013e-08, 'y': 0.0, 'z': 0.0}, 'end': {'x': -5.285572e-08, 'y': 0.0, 'z': 1.6}, 'radius': 0.6}"
7,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,27.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.2,1.0,True,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,False,KATANA_01(1373),False,横振り,,横振り,,4,,0,,Root,Root,ContinuousCapsule,"{'start': {'x': 3.501013e-08, 'y': 0.0, 'z': 0.0}, 'end': {'x': -5.285572e-08, 'y': 0.0, 'z': 1.6}, 'radius': 0.6}"
8,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,28.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.2,1.0,True,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,False,KATANA_01(1373),False,斬り上げ2,,斬り上げ2,,4,,0,,Root,Root,ContinuousCapsule,"{'start': {'x': 3.501013e-08, 'y': 0.0, 'z': 0.0}, 'end': {'x': -5.285572e-08, 'y': 0.0, 'z': 1.6}, 'radius': 0.6}"
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,検証ジャストラッシュ,,,,0,,0,,Root,Root,ContinuousCapsule,"{'start': {'x': -2.316225e-08, 'y': 0.0, 'z': 0.3295327}, 'end': {'x': 3.0171574e-08, 'y': 0.0, 'z': 2.5}, 'radius': 0.5}"
17,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,14.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.0,1.0,True,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,False,S_SLASH_00(10757),False,ガード斬り,,ガード斬り,,4,,0,,Root,Root,ContinuousCapsule,"{'start': {'x': 3.501013e-08, 'y': 0.0, 'z': 0.0}, 'end': {'x': -5.285572e-08, 'y': 0.0, 'z': 1.6}, 'radius': 0.6}"
18,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,12.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,USE_MULIT_HIT(1),6.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,True,AUTO(-1072110528),SLASH(1),1.0,0.0,1.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,True,2.0,True,True,0.3,0.3,True,True,,False,False,1.0,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,26f4a7ab-c2b0-46a8-ae6e-b5aa526241db,False,True,S_SLASH_00(10757),False,落下突き,,落下突き,|,10,,0,|,Root|Root,Root|Root,ContinuousCapsule|ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 1.0}, 'radius': 0.6}|{'start': {'x': 0.6, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.6, 'y': 0.0, 'z': 0.8}, 'radius': 0.4}"
19,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,18.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,45.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,True,S_SLASH_01(31722),False,滑空斬り,,滑空斬り,,4,,0,,Root,Root,ContinuousCapsule,"{'start': {'x': 3.501013e-08, 'y': 0.0, 'z': 0.0}, 'end': {'x': -5.285572e-08, 'y': 0.0, 'z': 1.6}, 'radius': 0.6}"
20,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,25.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,True,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,True,STOMP_01(542678976),False,昇竜斬り,,昇竜斬り,,5,,0,,Root,Root,ContinuousCapsule,"{'start': {'x': 3.501013e-08, 'y': 0.0, 'z': 0.0}, 'end': {'x': -7.650015e-07, 'y': 0.0, 'z': 3.5}, 'radius': 1.0}"
21,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,12.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,True,5.0,True,True,1.0,1.0,True,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,True,INVALID(-361180672),False,スライディング斬り1,,スライディング斬り1,,4,,0,,Root,Root,ContinuousCapsule,"{'start': {'x': 3.501013e-08, 'y': 0.0, 'z': 0.0}, 'end': {'x': -5.285572e-08, 'y': 0.0, 'z': 1.6}, 'radius': 0.6}"
22,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,30.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,True,5.0,True,True,1.0,1.0,True,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,True,INVALID(-361180672),False,スライディング斬り2,,スライディング斬り2,,4,,0,,Root,Root,ContinuousCapsule,"{'start': {'x': 3.501013e-08, 'y': 0.0, 'z': 0.0}, 'end': {'x': -5.285572e-08, 'y': 0.0, 'z': 1.6}, 'radius': 0.6}"
27,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,15.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,40.0,NONE(0),NULL,0.0,0.0,False,True,True,1.0,1.0,1.0,1.0,False,False,True,True,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,True,STOMP_00(511848320),False,空中精密攻撃,,精密攻撃_空中,|,14,,0,|,Root|,Root|,ContinuousCapsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': -0.3}, 'end': {'x': 4.512277e-08, 'y': 0.0, 'z': 2.8}, 'radius': 1.0}|{'start': {'x': 2.111501e-07, 'y': 0.0, 'z': 0.5915461}, 'end': {'x': 3.595656e-07, 'y': 0.0, 'z': 1.0}, 'radius': 1.5}"
28,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,15.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_9(6),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,True,True,1.0,1.0,1.0,1.0,False,False,True,True,False,False,1.0,False,1.0,,False,False,True,True,False,10.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,NONE(55),False,00000000-0000-0000-0000-000000000000,False,True,INVALID(-361180672),False,空中精密攻撃_エイム,,精密攻撃弱点用_空中,|,15,,0,|,Root|,Root|,ContinuousCapsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': -0.3}, 'end': {'x': 4.512277e-08, 'y': 0.0, 'z': 2.8}, 'radius': 1.0}|{'start': {'x': 2.111501e-07, 'y': 0.0, 'z': 0.5915461}, 'end': {'x': 2.370185e-07, 'y': 0.0, 'z': 1.0}, 'radius': 1.5}"
30,NORMAL(0),CAPTURE_NET(-956543104),DOWN(3),0.0,20.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,True,True,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,29990da0-4ef3-4b6e-9de0-e775e1c19338,False,True,INVALID(-361180672),False,エイムコンスト剣攻撃,,エイムコンスト剣攻撃,,4,,0,,Root,Root,ContinuousCapsule,"{'start': {'x': 3.501013e-08, 'y': 0.0, 'z': 0.0}, 'end': {'x': -5.285572e-08, 'y': 0.0, 'z': 1.6}, 'radius': 0.6}"
31,NORMAL(0),CAPTURE_NET(-956543104),DOWN(3),0.0,20.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,True,True,False,False,1.0,False,1.0,,False,False,True,True,False,10.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,True,INVALID(-361180672),False,エイムコンスト剣攻撃サブ1,,エイムコンスト剣攻撃サブ,,4,,0,,Root,Root,ContinuousCapsule,"{'start': {'x': 3.501013e-08, 'y': 0.0, 'z': 0.0}, 'end': {'x': -5.285572e-08, 'y': 0.0, 'z': 1.6}, 'radius': 0.6}"
33,NORMAL(0),CAPTURE_NET(-956543104),DOWN(3),0.0,7.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,USE_MULIT_HIT(1),12.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,True,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,True,True,False,False,1.0,False,1.0,,False,False,True,True,False,10.0,True,True,0.3,0.3,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,7f4afc90-fffd-4512-a948-35a262c08ef6,False,True,STOMP_00(511848320),False,エイムコンスト剣攻撃多段,,エイムコンスト剣攻撃多段,,4,,0,,Root,Root,ContinuousCapsule,"{'start': {'x': 3.501013e-08, 'y': 0.0, 'z': 0.0}, 'end': {'x': -5.285572e-08, 'y': 0.0, 'z': 1.6}, 'radius': 0.6}"
32,NORMAL(0),CAPTURE_NET(-956543104),DOWN(3),0.0,20.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,True,True,False,False,1.0,False,1.0,,False,False,True,True,False,10.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,True,INVALID(-361180672),False,エイムコンスト剣攻撃サブ2,,エイムコンスト剣攻撃サブ,,4,,0,,Root,Root,ContinuousCapsule,"{'start': {'x': 3.501013e-08, 'y': 0.0, 'z': 0.0}, 'end': {'x': -5.285572e-08, 'y': 0.0, 'z': 1.6}, 'radius': 0.6}"
34,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,0.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,USE_MULIT_HIT(1),0.0,0.0,PRIO_9(6),ATTACK_FIRST(0),False,False,AUTO(-1072110528),NONE(0),0.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,False,False,True,True,False,False,1.0,False,1.0,,False,False,True,True,False,10.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,NONE(10),,0.0,0.0,-1.0,1.0,0.0,0.0,NONE(55),False,00000000-0000-0000-0000-000000000000,False,True,INVALID(-361180672),False,エイムコンスト剣攻撃傷検知,,エイムコンスト剣攻撃傷検知,,7,,0,,Root,Root,ContinuousCapsule,"{'start': {'x': 3.501013e-08, 'y': 0.0, 'z': 0.0}, 'end': {'x': -3.399446e-07, 'y': 0.0, 'z': 1.9}, 'radius': 0.8}"
80,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,15.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,WP(2),NULL,5.0,5.0,False,False,False,1.0,1.0,1.0,1.0,False,False,True,False,False,False,1.0,False,1.0,,False,False,False,False,True,1.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,29990da0-4ef3-4b6e-9de0-e775e1c19338,False,True,INVALID(-361180672),False,乗り攻撃1,,乗り中攻撃1,,4,,0,,Root,Root,ContinuousCapsule,"{'start': {'x': 3.501013e-08, 'y': 0.0, 'z': 0.0}, 'end': {'x': -5.285572e-08, 'y': 0.0, 'z': 1.6}, 'radius': 0.6}"
81,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,17.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,WP(2),NULL,8.0,8.0,False,False,False,1.0,1.0,1.0,1.0,False,False,True,False,False,False,1.0,False,1.0,,False,False,False,False,True,1.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,29990da0-4ef3-4b6e-9de0-e775e1c19338,False,True,INVALID(-361180672),False,乗り攻撃2,,乗り中攻撃2,,4,,0,,Root,Root,ContinuousCapsule,"{'start': {'x': 3.501013e-08, 'y': 0.0, 'z': 0.0}, 'end': {'x': -5.285572e-08, 'y': 0.0, 'z': 1.6}, 'radius': 0.6}"
82,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,70.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,PRE_FINISH(4),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,True,False,False,False,1.0,False,1.0,,False,False,False,False,True,1.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,29990da0-4ef3-4b6e-9de0-e775e1c19338,False,True,INVALID(-361180672),False,乗りフィニッシュ1,,乗りフィニッシュ1,,0,,0,,Root,Root,ContinuousCapsule,"{'start': {'x': -2.316225e-08, 'y': 0.0, 'z': 0.3295327}, 'end': {'x': 3.0171574e-08, 'y': 0.0, 'z': 2.5}, 'radius': 0.5}"
83,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,100.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,FINISH(3),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,True,1.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,7f4afc90-fffd-4512-a948-35a262c08ef6,False,True,INVALID(-361180672),False,乗りフィニッシュ2,,乗りフィニッシュ2,|,1,,0,|,Root|Root,Root|Root,ContinuousCapsule|ContinuousCapsule,"{'start': {'x': -2.316225e-08, 'y': 0.0, 'z': 0.3295327}, 'end': {'x': 0.0, 'y': 0.0, 'z': 1.7}, 'radius': 0.5}|{'start': {'x': -0.5, 'y': 0.0, 'z': 0.3295327}, 'end': {'x': -0.5, 'y': 0.0, 'z': 2.0}, 'radius': 0.3}"
85,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,33.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),8.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,True,False,1.0,False,1.0,,False,False,False,False,True,3.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,7f4afc90-fffd-4512-a948-35a262c08ef6,False,True,THRUST_01(26142),True,ステルス１撃目,,ステルス１HIT目,,2,,0,,Root,Root,ContinuousCapsule,"{'start': {'x': -2.316225e-08, 'y': 0.0, 'z': 0.3295327}, 'end': {'x': 1.06905716e-07, 'y': 0.0, 'z': 2.5}, 'radius': 1.0}"
