RSID,DamageTypeFixed,DamageTypeCustom,DamageAngleFixed,DamageAngleOffsetDeg,Attack,FixAttack,GuardType,VersusGuardPower,StageDamageTypeFixed,StageDamageExIDFixed,AttackAttrFixed,AttrLevel,AttrValue,AttackCond,IsForceCond,CondValue,IsUseCondDefaultSec,CondCustomSec,StunDamage,FlagBit,MultiHitTimer,HealValue,PriorityFixed,PriorityTypeFixed,DisableContactPointAdjust,IsContactPointAdjustIgnoreDamageAngle,PorterDodgeFixed,ActionTypeFixed,PartsBreakRate,ParryDamage,RideDamage,BattleRidingAttackType,RidingScarDamage,RidingSuccessDamage,RidingSuccessDamageRawScar,IsSkillHien,IsPointAttack,IsPrePointHitReaction,TearScarCreateRate,TearScarDamageRate,RawScarDamageRate,OldScarDamageRate,IsScarForceChange,IsRawScarForce,IsRawScarLimit,IsWeakPointLimit,NoDamageReaction,IsMultiHitEmParts,MultiHitEmPartsMaxNum,IsMultiHitEmWeak,MultiHitEmWeakMaxNum,MultiHitRateCurve,IsLaserGuardCounter,IsWpPhysicalAttack,IsNoUseKireaji,IsForceUseKireajiAttackRate,IsCustomKireajiReduce,CustomKireajiReduce,UseStatusAttackPower,UseStatusAttrPower,StatusAttrRate,StatusConditionRate,UseSkillAdditionalDamage,UseSkillContinuousAttack,MultiHitStatusRateCurve,IsNoCritical,IsCustomShockAbsorberRate,CustomShockAbsorberRate,IsGestureAttack,IsDisableAnimalAttack,IsExFieldWpAttackFinal,ExEmote03AttackType,HitEffectTypeFixed,DisableHitEffect,HitEffectAngleZ,HitEffectAngleX,HitEffectOverwriteConnectID,GeneralValue1,GeneralValue2,GeneralValue3,FriendDamageTypeFixed,IsSensor,CameraShakeGuid,IsEnableMotSeqCameraShake,CollabDamageUIType,IgnoreRecoil,HitStopType,HitStopIgnoreResponse,RSName,RSKName,colName,colShapeName,GroupIndex,GName,GLayerIndex,GShapeNames,GJointNames1,GJointNames2,GShapeTypes,GShapeParams,CaptureDamage,ShellReflectionFlag,SlingerCatchDamageType,SpecialType
28,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,186.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.8,1.8,True,True,,False,False,1.0,False,False,False,NONE(0),SLASH(9),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,8ffe770e-3553-4593-8710-b1ca9a4e7aa4,True,NONE(7350),False,SLASH_04(-1072744384),False,闘魂縦斬り2段目(弱点命中 )Lv2,,闘魂縦斬り2段目(弱点命中 )Lv2,|||,1,,0,|||,root|||,Root|||,ContinuousCapsule|ContinuousSphere|ContinuousSphere|ContinuousSphere,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.844665e-07, 'y': 0.0, 'z': 2.8}, 'radius': 0.8}|{'x': 0.0, 'y': 0.0, 'z': 3.0, 'radius': 1.0}|{'x': 0.0, 'y': 0.0, 'z': 1.1, 'radius': 0.7}|{'x': 0.0, 'y': 0.0, 'z': 2.5, 'radius': 0.5}",,,,
29,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,248.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.5,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,2.0,2.0,True,True,,False,False,1.0,False,False,False,NONE(0),SLASH(9),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,ef846f52-7dea-452e-82fb-9c6424218166,True,WP00_SPIRIT_VSLASH(26736),False,SLASH_08(10408),False,闘魂縦斬り2段目(弱点命中 )Lv3,,闘魂縦斬り2段目(弱点命中 )Lv3,|||,1,,0,|||,root|||,Root|||,ContinuousCapsule|ContinuousSphere|ContinuousSphere|ContinuousSphere,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.844665e-07, 'y': 0.0, 'z': 2.8}, 'radius': 0.8}|{'x': 0.0, 'y': 0.0, 'z': 3.0, 'radius': 1.0}|{'x': 0.0, 'y': 0.0, 'z': 1.1, 'radius': 0.7}|{'x': 0.0, 'y': 0.0, 'z': 2.5, 'radius': 0.5}",,,,
30,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,50.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,55.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.0,1.0,True,True,,False,False,1.0,False,False,False,NONE(0),SLASH(9),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,9876a442-1fda-43fe-85b7-7ceaf9ea48a2,True,NONE(7350),True,INVALID(-361180672),False,ジャンプ斬り,,ジャンプ斬り,|||,0,,0,|||,root|||,Root|||,ContinuousCapsule|ContinuousSphere|ContinuousSphere|ContinuousSphere,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.844665e-07, 'y': 0.0, 'z': 2.3}, 'radius': 0.65}|{'x': 0.0, 'y': 0.0, 'z': 2.0, 'radius': 0.55}|{'x': 0.0, 'y': 0.0, 'z': 1.1, 'radius': 0.7}|{'x': 0.0, 'y': 0.0, 'z': 2.5, 'radius': 0.5}",,,,
31,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,60.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,55.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.1,1.1,True,True,,False,False,1.0,False,False,False,NONE(0),SLASH(9),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,9876a442-1fda-43fe-85b7-7ceaf9ea48a2,True,NONE(7350),True,SLASH_000(1348699136),False,ジャンプ斬りLv1,,ジャンプ斬りLv1,|||,0,,0,|||,root|||,Root|||,ContinuousCapsule|ContinuousSphere|ContinuousSphere|ContinuousSphere,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.844665e-07, 'y': 0.0, 'z': 2.3}, 'radius': 0.65}|{'x': 0.0, 'y': 0.0, 'z': 2.0, 'radius': 0.55}|{'x': 0.0, 'y': 0.0, 'z': 1.1, 'radius': 0.7}|{'x': 0.0, 'y': 0.0, 'z': 2.5, 'radius': 0.5}",,,,
32,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,71.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,80.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.2,1.2,True,True,,False,False,1.0,False,False,False,NONE(0),SLASH(9),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,9876a442-1fda-43fe-85b7-7ceaf9ea48a2,True,NONE(7350),True,SLASH_01(330801824),False,ジャンプ斬りLv2,,ジャンプ斬りLv2,|||,0,,0,|||,root|||,Root|||,ContinuousCapsule|ContinuousSphere|ContinuousSphere|ContinuousSphere,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.844665e-07, 'y': 0.0, 'z': 2.3}, 'radius': 0.65}|{'x': 0.0, 'y': 0.0, 'z': 2.0, 'radius': 0.55}|{'x': 0.0, 'y': 0.0, 'z': 1.1, 'radius': 0.7}|{'x': 0.0, 'y': 0.0, 'z': 2.5, 'radius': 0.5}",,,,
33,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,90.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.2,0.0,100.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.3,1.3,True,True,,False,False,1.0,False,False,False,NONE(0),SLASH(9),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,8ffe770e-3553-4593-8710-b1ca9a4e7aa4,True,NONE(7350),True,SLASH_03(-1274185216),False,ジャンプ斬りLv3,,ジャンプ斬りLv3,|||,0,,0,|||,root|||,Root|||,ContinuousCapsule|ContinuousSphere|ContinuousSphere|ContinuousSphere,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.844665e-07, 'y': 0.0, 'z': 2.3}, 'radius': 0.65}|{'x': 0.0, 'y': 0.0, 'z': 2.0, 'radius': 0.55}|{'x': 0.0, 'y': 0.0, 'z': 1.1, 'radius': 0.7}|{'x': 0.0, 'y': 0.0, 'z': 2.5, 'radius': 0.5}",,,,
34,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,16.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,STAMINA(-392388800),False,15.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.0,1.0,True,True,,False,False,1.0,False,False,False,NONE(0),BLOW(8),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,9876a442-1fda-43fe-85b7-7ceaf9ea48a2,False,NONE(7350),False,STOMP_00(511848320),False,叩き,,叩き,|||,0,,0,|||,root|||,Root|||,ContinuousCapsule|ContinuousSphere|ContinuousSphere|ContinuousSphere,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.844665e-07, 'y': 0.0, 'z': 2.3}, 'radius': 0.65}|{'x': 0.0, 'y': 0.0, 'z': 2.0, 'radius': 0.55}|{'x': 0.0, 'y': 0.0, 'z': 1.1, 'radius': 0.7}|{'x': 0.0, 'y': 0.0, 'z': 2.5, 'radius': 0.5}",,,,
35,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,45.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,30.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.0,1.0,True,True,,False,False,1.0,False,False,False,NONE(0),SLASH(9),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,8ffe770e-3553-4593-8710-b1ca9a4e7aa4,True,NONE(7350),True,SLASH_00(-373688000),False,壁駆け上がりジャンプ斬り,,壁駆け上がり攻撃,|||,0,,0,|||,root|||,Root|||,ContinuousCapsule|ContinuousSphere|ContinuousSphere|ContinuousSphere,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.844665e-07, 'y': 0.0, 'z': 2.3}, 'radius': 0.65}|{'x': 0.0, 'y': 0.0, 'z': 2.0, 'radius': 0.55}|{'x': 0.0, 'y': 0.0, 'z': 1.1, 'radius': 0.7}|{'x': 0.0, 'y': 0.0, 'z': 2.5, 'radius': 0.5}",,,,
100,NORMAL(0),CAPTURE_NET(-956543104),UP(2),0.0,74.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_14(1),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,75.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.0,1.0,True,True,,False,False,1.0,False,False,False,NONE(0),PARRY(-974652928),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,9876a442-1fda-43fe-85b7-7ceaf9ea48a2,True,NONE(7350),False,TAIKEN_01(20862),False,相殺振り下ろし,,相殺斬り上げ,|||,0,,0,|||,root|||,Root|||,ContinuousCapsule|ContinuousSphere|ContinuousSphere|ContinuousSphere,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.844665e-07, 'y': 0.0, 'z': 2.3}, 'radius': 0.65}|{'x': 0.0, 'y': 0.0, 'z': 2.0, 'radius': 0.55}|{'x': 0.0, 'y': 0.0, 'z': 1.1, 'radius': 0.7}|{'x': 0.0, 'y': 0.0, 'z': 2.5, 'radius': 0.5}",,,,
101,NORMAL(0),CAPTURE_NET(-956543104),UP(2),0.0,96.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_14(1),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,100.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.1,1.1,True,True,,False,False,1.0,False,False,False,NONE(0),PARRY(-974652928),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,9876a442-1fda-43fe-85b7-7ceaf9ea48a2,True,NONE(7350),False,TAIKEN_02(425),False,相殺振り下ろしLV1,,相殺斬り上げLV1,|||,0,,0,|||,root|||,Root|||,ContinuousCapsule|ContinuousSphere|ContinuousSphere|ContinuousSphere,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.844665e-07, 'y': 0.0, 'z': 2.3}, 'radius': 0.65}|{'x': 0.0, 'y': 0.0, 'z': 2.0, 'radius': 0.55}|{'x': 0.0, 'y': 0.0, 'z': 1.1, 'radius': 0.7}|{'x': 0.0, 'y': 0.0, 'z': 2.5, 'radius': 0.5}",,,,
102,NORMAL(0),CAPTURE_NET(-956543104),UP(2),0.0,123.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_14(1),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,150.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.2,1.2,True,True,,False,False,1.0,False,False,False,NONE(0),PARRY(-974652928),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,8ffe770e-3553-4593-8710-b1ca9a4e7aa4,True,NONE(7350),False,TAIKEN_03(4721),False,相殺振り下ろしLV2,,相殺斬り上げLV2,|||,0,,0,|||,root|||,Root|||,ContinuousCapsule|ContinuousSphere|ContinuousSphere|ContinuousSphere,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.844665e-07, 'y': 0.0, 'z': 2.3}, 'radius': 0.65}|{'x': 0.0, 'y': 0.0, 'z': 2.0, 'radius': 0.55}|{'x': 0.0, 'y': 0.0, 'z': 1.1, 'radius': 0.7}|{'x': 0.0, 'y': 0.0, 'z': 2.5, 'radius': 0.5}",,,,
103,NORMAL(0),CAPTURE_NET(-956543104),UP(2),0.0,154.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_14(1),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.2,200.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.3,1.3,True,True,,False,False,1.0,False,False,False,NONE(0),PARRY(-974652928),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,8ffe770e-3553-4593-8710-b1ca9a4e7aa4,True,NONE(7350),False,TAIKEN_04(24822),False,相殺振り下ろしLV3,,相殺斬り上げLV3,|||,0,,0,|||,root|||,Root|||,ContinuousCapsule|ContinuousSphere|ContinuousSphere|ContinuousSphere,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.844665e-07, 'y': 0.0, 'z': 2.3}, 'radius': 0.65}|{'x': 0.0, 'y': 0.0, 'z': 2.0, 'radius': 0.55}|{'x': 0.0, 'y': 0.0, 'z': 1.1, 'radius': 0.7}|{'x': 0.0, 'y': 0.0, 'z': 2.5, 'radius': 0.5}",,,,
104,NORMAL(0),CAPTURE_NET(-956543104),UP(2),0.0,74.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_14(1),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,75.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.0,1.0,True,True,,False,False,1.0,False,False,False,NONE(0),PARRY(-974652928),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,9876a442-1fda-43fe-85b7-7ceaf9ea48a2,True,NONE(7350),False,TAIKEN_01(20862),False,[相殺アタリ相殺振り下ろし,,相殺斬り上げ,||,6,,0,||,root||,Root||,Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': -1.0}, 'end': {'x': 2.844665e-07, 'y': 0.0, 'z': 1.5}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.1}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.1}",,,,
105,NORMAL(0),CAPTURE_NET(-956543104),UP(2),0.0,96.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_14(1),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,100.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.1,1.1,True,True,,False,False,1.0,False,False,False,NONE(0),PARRY(-974652928),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,9876a442-1fda-43fe-85b7-7ceaf9ea48a2,True,NONE(7350),False,TAIKEN_02(425),False,[相殺アタリ]相殺振り下ろしLV1,,相殺斬り上げLV1,||,6,,0,||,root||,Root||,Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': -1.0}, 'end': {'x': 2.844665e-07, 'y': 0.0, 'z': 1.5}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.1}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.1}",,,,
106,NORMAL(0),CAPTURE_NET(-956543104),UP(2),0.0,123.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_14(1),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,150.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.2,1.2,True,True,,False,False,1.0,False,False,False,NONE(0),PARRY(-974652928),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,8ffe770e-3553-4593-8710-b1ca9a4e7aa4,True,NONE(7350),False,TAIKEN_03(4721),False,[相殺アタリ]相殺振り下ろしLV2,,相殺斬り上げLV2,||,6,,0,||,root||,Root||,Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': -1.0}, 'end': {'x': 2.844665e-07, 'y': 0.0, 'z': 1.5}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.1}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.1}",,,,
107,NORMAL(0),CAPTURE_NET(-956543104),UP(2),0.0,154.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_14(1),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.2,200.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.3,1.3,True,True,,False,False,1.0,False,False,False,NONE(0),PARRY(-974652928),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,8ffe770e-3553-4593-8710-b1ca9a4e7aa4,True,NONE(7350),False,TAIKEN_04(24822),False,[相殺アタリ]相殺振り下ろしLV3,,相殺斬り上げLV3,||,6,,0,||,root||,Root||,Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': -1.0}, 'end': {'x': 2.844665e-07, 'y': 0.0, 'z': 1.5}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.1}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.1}",,,,
1036,NONE(55),CAPTURE_NET(-956543104),LEFT(4),0.0,28.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,NONE(0),NONE(10),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,9876a442-1fda-43fe-85b7-7ceaf9ea48a2,True,NONE(7350),False,SLASH_00(-373688000),False,[精密]飛び込み斬り,,※未使用　飛び込み斬り,||,3,,0,||,root||,Root||,ContinuousCapsule|ContinuousSphere|ContinuousSphere,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.844665e-07, 'y': 0.0, 'z': 2.5}, 'radius': 0.9}|{'x': 0.0, 'y': 0.0, 'z': 2.2, 'radius': 1.3}|{'x': 0.0, 'y': 0.0, 'z': 1.1, 'radius': 0.7}",,,,
1037,NONE(55),CAPTURE_NET(-956543104),LEFT(4),0.0,38.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,NONE(0),NONE(10),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,9876a442-1fda-43fe-85b7-7ceaf9ea48a2,True,NONE(7350),False,SLASH_01(330801824),False,[精密]飛び込み斬りLV1,,※未使用　飛び込み斬りLV1,||,3,,0,||,root||,Root||,ContinuousCapsule|ContinuousSphere|ContinuousSphere,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.844665e-07, 'y': 0.0, 'z': 2.5}, 'radius': 0.9}|{'x': 0.0, 'y': 0.0, 'z': 2.2, 'radius': 1.3}|{'x': 0.0, 'y': 0.0, 'z': 1.1, 'radius': 0.7}",,,,
1038,NONE(55),CAPTURE_NET(-956543104),LEFT(4),0.0,76.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,NONE(0),NONE(10),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,9876a442-1fda-43fe-85b7-7ceaf9ea48a2,True,NONE(7350),False,SLASH_02(-1266751488),False,[精密]飛び込み斬りLV2,,※未使用　飛び込み斬りLV2,||,3,,0,||,root||,Root||,ContinuousCapsule|ContinuousSphere|ContinuousSphere,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.844665e-07, 'y': 0.0, 'z': 2.5}, 'radius': 0.9}|{'x': 0.0, 'y': 0.0, 'z': 2.2, 'radius': 1.3}|{'x': 0.0, 'y': 0.0, 'z': 1.1, 'radius': 0.7}",,,,
