RSID,DamageTypeFixed,DamageTypeCustom,DamageAngleFixed,DamageAngleOffsetDeg,Attack,FixAttack,GuardType,VersusGuardPower,StageDamageTypeFixed,StageDamageExIDFixed,AttackAttrFixed,AttrLevel,AttrValue,AttackCond,IsForceCond,CondValue,IsUseCondDefaultSec,CondCustomSec,StunDamage,FlagBit,MultiHitTimer,HealValue,PriorityFixed,PriorityTypeFixed,DisableContactPointAdjust,IsContactPointAdjustIgnoreDamageAngle,PorterDodgeFixed,ActionTypeFixed,PartsBreakRate,ParryDamage,RideDamage,BattleRidingAttackType,RidingScarDamage,RidingSuccessDamage,RidingSuccessDamageRawScar,IsSkillHien,IsPointAttack,IsPrePointHitReaction,TearScarCreateRate,TearScarDamageRate,RawScarDamageRate,OldScarDamageRate,IsScarForceChange,IsRawScarForce,IsRawScarLimit,IsWeakPointLimit,NoDamageReaction,IsMultiHitEmParts,MultiHitEmPartsMaxNum,IsMultiHitEmWeak,MultiHitEmWeakMaxNum,MultiHitRateCurve,IsLaserGuardCounter,IsWpPhysicalAttack,IsNoUseKireaji,IsForceUseKireajiAttackRate,IsCustomKireajiReduce,CustomKireajiReduce,UseStatusAttackPower,UseStatusAttrPower,StatusAttrRate,StatusConditionRate,UseSkillAdditionalDamage,UseSkillContinuousAttack,MultiHitStatusRateCurve,IsNoCritical,IsCustomShockAbsorberRate,CustomShockAbsorberRate,IsGestureAttack,IsDisableAnimalAttack,IsExFieldWpAttackFinal,HitEffectTypeFixed,DisableHitEffect,HitEffectAngleZ,HitEffectAngleX,HitEffectOverwriteConnectID,GeneralValue1,GeneralValue2,GeneralValue3,FriendDamageTypeFixed,IsSensor,CameraShakeGuid,IsEnableMotSeqCameraShake,IgnoreRecoil,HitStopType,HitStopIgnoreResponse,RSName,RSKName,colName,colShapeName,GroupIndex,GName,GLayerIndex,GShapeNames,GJointNames1,GJointNames2,GShapeTypes,GShapeParams
24,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,24.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,False,THRUST_01(26142),False,弱反撃攻撃,,弱反撃攻撃,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.773182}, 'radius': 0.5}"
25,NORMAL(0),CAPTURE_NET(-956543104),UP(2),0.0,24.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,True,5.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,cd02ce4b-f5b1-418e-a399-383b67e321e7,False,True,THRUST_02(17089),False,強反撃攻撃1発目,,強反撃攻撃(1発目),,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.773182}, 'radius': 0.5}"
26,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,22.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,True,3.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,1.0,0.0,0.0,NORMAL(0),False,d1b39c48-5bef-488c-b8a2-2a3493de32a8,False,False,THRUST_00(32626),False,フィニッシュ突き,,フィニッシュ突き,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.773182}, 'radius': 0.5}"
27,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,35.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,True,4.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,1.0,0.0,0.0,NORMAL(0),False,cd02ce4b-f5b1-418e-a399-383b67e321e7,False,True,THRUST_02(17089),False,フィニッシュ突きエンド,,フィニッシュ突きエンド,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.773182}, 'radius': 0.5}"
28,NORMAL(0),CAPTURE_NET(-956543104),UP(2),0.0,43.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,SLIP(22),False,3f2d87ca-39e8-49b0-b9d4-de85770776d6,False,True,THRUST_02(17089),False,フィニッシュ溜め突き,,フィニッシュ溜め突き,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.773182}, 'radius': 0.5}"
29,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,25.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,True,5.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,SLIP(22),False,cd02ce4b-f5b1-418e-a399-383b67e321e7,False,True,SLASH_01(330801824),False,フィニッシュカウンター(1発目),,フィニッシュカウンター(1発目),,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.773182}, 'radius': 0.5}"
704,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,50.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,True,5.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,SLIP(22),False,cd02ce4b-f5b1-418e-a399-383b67e321e7,False,True,THRUST_03(15061),False,フィニッシュカウンター(2発目),,フィニッシュカウンター(2発目),,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.773182}, 'radius': 0.5}"
30,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,120.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,True,False,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,NONE(55),False,cd02ce4b-f5b1-418e-a399-383b67e321e7,False,True,THRUST_03(15061),False,鍔迫り合いフィニッシュ,,鍔迫り合いフィニッシュ,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.773182}, 'radius': 0.5}"
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,エイム攻撃ヒットラッシュ(未使用),,,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.773182}, 'radius': 0.5}"
32,NORMAL(0),NONE(1996289920),BACK(1),0.0,40.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,USE_MULIT_HIT(1),6.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,0.5,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,SLIP(22),False,cd02ce4b-f5b1-418e-a399-383b67e321e7,False,True,THRUST_03(15061),False,エイム攻撃ヒットフィニッシュ,,エイム攻撃ヒットフィニッシュ,,4,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.773182}, 'radius': 0.5}"
33,NORMAL(0),NONE(1996289920),FRONT(0),0.0,30.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,True,STOMP_01(542678976),False,近接降り攻撃(強),,近接降り攻撃(強),,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.773182}, 'radius': 0.5}"
34,NORMAL(0),NONE(1996289920),FRONT(0),0.0,20.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,30.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.0,1.0,True,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,True,THRUST_01(26142),False,近接降り攻撃(空中),,近接降り攻撃(空中),,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.773182}, 'radius': 0.5}"
35,NORMAL(0),NONE(1996289920),FRONT(0),0.0,25.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),NONE(0),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.0,1.0,True,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,True,THRUST_01(26142),False,近接降り攻撃(地上),,近接降り攻撃(地上)（未使用）,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.773182}, 'radius': 0.5}"
36,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,10.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,USE_MULIT_HIT(1),18.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,True,5.0,True,True,0.5,0.5,False,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,0.01,0.0,0.0,SLIP(22),False,00000000-0000-0000-0000-000000000000,False,True,THRUST_00(32626),False,騎乗突進,,騎乗突進,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.773182}, 'radius': 0.5}"
37,NORMAL(0),NONE(1996289920),FRONT(0),0.0,35.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,True,THRUST_01(26142),False,騎乗強攻撃,,騎乗強攻撃,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.773182}, 'radius': 0.5}"
38,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,50.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.2,1.2,False,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,1.0,0.0,0.0,SLIP(22),False,cd02ce4b-f5b1-418e-a399-383b67e321e7,False,True,THRUST_03(15061),False,強化突進1発目,,強化突進1発目（未使用）,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.773182}, 'radius': 0.5}"
39,NONE(55),CAPTURE_NET(-956543104),FRONT(0),0.0,17.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,True,5.0,True,True,0.5,1.0,False,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,SLIP(22),False,d1b39c48-5bef-488c-b8a2-2a3493de32a8,False,True,THRUST_00(32626),False,強化突進突進部分,,強化突進突進部分,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.773182}, 'radius': 0.5}"
40,NORMAL(0),CAPTURE_NET(-956543104),DOWN(3),0.0,37.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,WP(2),NULL,15.0,15.0,False,False,False,1.0,1.0,1.0,1.0,False,False,True,False,False,False,1.0,False,1.0,,False,False,False,False,True,1.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,d1b39c48-5bef-488c-b8a2-2a3493de32a8,False,True,THRUST_02(17089),False,EM乗り攻撃,,EM乗り攻撃,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.773182}, 'radius': 0.5}"
41,NORMAL(0),CAPTURE_NET(-956543104),DOWN(3),0.0,180.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,FINISH(3),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,True,1.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,cd02ce4b-f5b1-418e-a399-383b67e321e7,False,True,THRUST_03(15061),False,EM乗りフィニッシュ攻撃,,EM乗りフィニッシュ攻撃,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.773182}, 'radius': 0.5}"
42,NONE(55),CAPTURE_NET(-956543104),FRONT(0),0.0,106.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,True,False,False,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,cd02ce4b-f5b1-418e-a399-383b67e321e7,False,True,THRUST_03(15061),True,ステルス攻撃,,ステルス攻撃,,2,,0,,,,ContinuousCapsule,"{'start': {'x': 1.1997286e-06, 'y': 0.0, 'z': -1.0102276}, 'end': {'x': -2.149622e-08, 'y': 0.0, 'z': 3.4117165}, 'radius': 2.5}"
43,NORMAL(0),NONE(1996289920),FRONT(0),0.0,90.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,cd02ce4b-f5b1-418e-a399-383b67e321e7,False,True,THRUST_02(17089),True,空中ステルス攻撃,,空中ステルス攻撃,,2,,0,,,,ContinuousCapsule,"{'start': {'x': 1.1997286e-06, 'y': 0.0, 'z': -1.0102276}, 'end': {'x': -2.149622e-08, 'y': 0.0, 'z': 3.4117165}, 'radius': 2.5}"
44,NORMAL(0),NONE(1996289920),FRONT(0),0.0,16.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,cd02ce4b-f5b1-418e-a399-383b67e321e7,False,True,THRUST_03(15061),True,空中ステルス攻撃着地,,空中ステルス攻撃着地,,2,,0,,,,ContinuousCapsule,"{'start': {'x': 1.1997286e-06, 'y': 0.0, 'z': -1.0102276}, 'end': {'x': -2.149622e-08, 'y': 0.0, 'z': 3.4117165}, 'radius': 2.5}"
45,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,55.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,True,False,False,False,False,10.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,NONE(55),False,cd02ce4b-f5b1-418e-a399-383b67e321e7,False,True,THRUST_03(15061),False,レーザーガード反撃突き,,レーザーガード反撃突き,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.773182}, 'radius': 0.5}"
46,NONE(55),NONE(1996289920),FRONT(0),0.0,20.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_9(6),ATTACK_FIRST(0),False,False,AUTO(-1072110528),NONE(0),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,True,1.0,1.0,1.0,1.0,False,False,True,True,False,False,1.0,False,1.0,,False,False,True,True,False,10.0,True,False,0.0,0.0,False,True,,False,False,1.0,False,False,False,NONE(10),,0.0,0.0,-1.0,0.0,0.0,0.0,NONE(55),False,00000000-0000-0000-0000-000000000000,False,False,INVALID(-361180672),False,エイム傷攻撃ヒット検知用(槍),,エイム攻撃_傷・弱点のみ,,3,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 3.5}, 'radius': 0.8}"
47,NORMAL(0),NONE(1996289920),FRONT(0),0.0,30.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,SLASH(9),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,True,SLASH_00(-373688000),False,騎乗弱攻撃,,騎乗弱攻撃,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.773182}, 'radius': 0.5}"
700,NONE(55),CAPTURE_NET(-956543104),FRONT(0),0.0,4.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,True,False,10.0,True,True,0.3,0.3,False,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,False,THRUST_00(32626),False,【狂化多段】中段突き1・2段目,,【狂化多段】中段突き1・2段目,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.773182}, 'radius': 0.5}"
