RSID,DamageTypeFixed,DamageTypeCustom,DamageAngleFixed,DamageAngleOffsetDeg,Attack,FixAttack,GuardType,VersusGuardPower,StageDamageTypeFixed,StageDamageExIDFixed,AttackAttrFixed,AttrLevel,AttrValue,AttackCond,IsForceCond,CondValue,IsUseCondDefaultSec,CondCustomSec,StunDamage,FlagBit,MultiHitTimer,HealValue,PriorityFixed,PriorityTypeFixed,DisableContactPointAdjust,IsContactPointAdjustIgnoreDamageAngle,PorterDodgeFixed,ActionTypeFixed,PartsBreakRate,ParryDamage,RideDamage,BattleRidingAttackType,RidingScarDamage,RidingSuccessDamage,RidingSuccessDamageRawScar,IsSkillHien,IsPointAttack,IsPrePointHitReaction,TearScarCreateRate,TearScarDamageRate,RawScarDamageRate,OldScarDamageRate,IsScarForceChange,IsRawScarForce,IsRawScarLimit,IsWeakPointLimit,NoDamageReaction,IsMultiHitEmParts,MultiHitEmPartsMaxNum,IsMultiHitEmWeak,MultiHitEmWeakMaxNum,MultiHitRateCurve,IsLaserGuardCounter,IsWpPhysicalAttack,IsNoUseKireaji,IsForceUseKireajiAttackRate,IsCustomKireajiReduce,CustomKireajiReduce,UseStatusAttackPower,UseStatusAttrPower,StatusAttrRate,StatusConditionRate,UseSkillAdditionalDamage,UseSkillContinuousAttack,MultiHitStatusRateCurve,IsNoCritical,IsCustomShockAbsorberRate,CustomShockAbsorberRate,IsGestureAttack,HitEffectTypeFixed,DisableHitEffect,HitEffectAngleZ,HitEffectAngleX,HitEffectOverwriteConnectID,GeneralValue1,GeneralValue2,GeneralValue3,FriendDamageTypeFixed,IsSensor,CameraShakeGuid,IsEnableMotSeqCameraShake,IgnoreRecoil,HitStopType,HitStopIgnoreResponse,RSName,RSKName,colName,colShapeName,GroupIndex,GName,GLayerIndex,GShapeNames,GJointNames1,GJointNames2,GShapeTypes,GShapeParams,CaptureDamage,ShellReflectionFlag,SlingerCatchDamageType,SpecialType
24,NORMAL(0),CAPTURE_NET(-956543104),UP(2),0.0,64.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,USE_MULIT_HIT(1),14.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,True,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,2,True,True,0.8,0.8,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,8.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,True,L_SLASH_00(6566),False,切り上げジャンプ,,切り上げジャンプ,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -1.578747e-08, 'y': 0.0, 'z': 2.0}, 'radius': 0.5}",,,,
50,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,24.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,0.8,0.8,True,True,,False,False,1.0,False,STAB(7),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,False,THRUST_01(26142),False,移動攻撃　前,,移動攻撃　前,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -1.578747e-08, 'y': 0.0, 'z': 2.0}, 'radius': 0.5}",,,,
27,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,5.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,STAMINA(-392388800),False,5.0,True,0.0,5.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,True,True,False,10,True,True,0.0,0.0,False,True,,False,False,1.0,False,INSECT_MARKING(15),,0.0,0.0,-1,1.0,0.0,0.0,GESTURE(7),False,99e07dd2-27b9-4385-86da-0bf9d5642416,False,True,INVALID(-361180672),False,操虫【印当て】,,操虫【印当て】,,3,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 5.251623e-08, 'y': 0.0, 'z': -1.5}, 'radius': 0.5}",,,,
28,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,16.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,True,False,False,1.0,1.0,1.0,1.0,False,False,True,True,False,False,1,False,1,,False,False,False,False,False,10,True,True,0.8,0.8,False,True,,False,False,1.0,False,STAB(7),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,53d48f82-27b4-46a2-817a-e7c099a9ecfa,False,True,SLASH_00(-373688000),False,エイム攻撃　突き,,エイム攻撃　突き,,5,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.5}, 'end': {'x': 1.618998e-08, 'y': 0.0, 'z': 2.0}, 'radius': 1.0}",,,,
100,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,16.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,True,True,1.0,1.0,1.0,1.0,False,False,True,True,False,False,1,False,1,,False,False,True,True,False,10,True,True,0.8,0.8,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,2.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,True,INVALID(-361180672),False,[精密]エイム攻撃　突き,,[精密]エイム攻撃　突き,,4,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.5}, 'end': {'x': 1.618998e-08, 'y': 0.0, 'z': 2.0}, 'radius': 1.0}",,,,
29,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,32.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,True,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,2,True,True,1.0,1.0,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,7.0,0.0,0.0,NORMAL(0),False,95155151-13ae-4763-8da1-60bde02fdc61,False,True,W_SLASH_02(19631),False,強化地上〇溜め技（一段目）,,強化地上〇溜め技（一段目）,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -1.578747e-08, 'y': 0.0, 'z': 2.0}, 'radius': 0.5}",,,,
32,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,18.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,True,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,1,True,True,1.0,1.0,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,7.0,0.0,0.0,NORMAL(0),False,95155151-13ae-4763-8da1-60bde02fdc61,False,True,W_SLASH_00(16322),False,強化地上〇溜め技（空中回転）,,強化地上〇溜め技（空中回転）,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -1.578747e-08, 'y': 0.0, 'z': 2.0}, 'radius': 0.5}",,,,
33,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,46.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,3,True,True,1.0,1.0,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,7.0,0.0,0.0,NORMAL(0),False,99e07dd2-27b9-4385-86da-0bf9d5642416,False,True,SLASH_10(1861),False,強化地上〇溜め技（着地）,,強化地上〇溜め技（着地）,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -1.578747e-08, 'y': 0.0, 'z': 2.0}, 'radius': 0.5}",,,,
80,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,18.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,30.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.0,1.0,True,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,11.0,0.0,0.0,NORMAL(0),False,95155151-13ae-4763-8da1-60bde02fdc61,False,True,W_SLASH_01(24146),False,ジャンプ斬り,,ジャンプ斬り,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -1.578747e-08, 'y': 0.0, 'z': 2.0}, 'radius': 0.5}",,,,
81,NORMAL(0),CAPTURE_NET(-956543104),DOWN(3),0.0,14.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,20.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,0.6,0.6,True,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,11.0,0.0,0.0,NORMAL(0),False,53d48f82-27b4-46a2-817a-e7c099a9ecfa,False,True,W_SLASH_00(16322),False,強化ジャンプ斬り,,強化ジャンプ斬り,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -1.578747e-08, 'y': 0.0, 'z': 2.0}, 'radius': 0.5}",,,,
82,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,26.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,35.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,3,True,True,1.0,1.0,True,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,10.0,0.0,0.0,NORMAL(0),False,99e07dd2-27b9-4385-86da-0bf9d5642416,False,True,W_SLASH_01(24146),False,ジャンプ突進斬り,,ジャンプ突進斬り,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -1.578747e-08, 'y': 0.0, 'z': 2.0}, 'radius': 0.5}",,,,
83,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,8.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,15.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,1,True,True,0.5,0.5,True,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,11.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,True,W_SLASH_01(24146),False,強化ジャンプ突進斬り,,強化ジャンプ突進斬り,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -1.578747e-08, 'y': 0.0, 'z': 2.0}, 'radius': 0.5}",,,,
84,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,28.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,10.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,5,True,True,1.0,1.0,True,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,10.0,0.0,0.0,NORMAL(0),False,99e07dd2-27b9-4385-86da-0bf9d5642416,False,True,W_SLASH_02(19631),False,強化ジャンプ突進斬り　フィニッシュ,,強化ジャンプ突進斬り　フィニッシュ,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -1.578747e-08, 'y': 0.0, 'z': 2.0}, 'radius': 0.5}",,,,
85,NORMAL(0),CAPTURE_NET(-956543104),DOWN(3),0.0,28.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,True,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,3,True,True,1.0,1.0,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,7.0,0.0,0.0,NORMAL(0),False,53d48f82-27b4-46a2-817a-e7c099a9ecfa,False,True,S_SLASH_02(31010),False,急襲突き　空中,,急襲突き　空中,,6,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -4.3550074e-08, 'y': 0.0, 'z': 1.9473333}, 'radius': 0.9}",,,,
86,NORMAL(0),CAPTURE_NET(-956543104),DOWN(3),0.0,10.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,3,True,True,1.0,1.0,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,7.0,0.0,0.0,NORMAL(0),False,99e07dd2-27b9-4385-86da-0bf9d5642416,False,True,W_SLASH_02(19631),False,急襲突き　着地,,急襲突き　着地,,6,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -4.3550074e-08, 'y': 0.0, 'z': 1.9473333}, 'radius': 0.9}",,,,
87,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,5.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,STAMINA(-392388800),False,5.0,True,0.0,5.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,True,True,False,10,True,True,0.0,0.0,False,True,,False,False,1.0,False,INSECT_MARKING(15),,0.0,0.0,-1,9.0,0.0,0.0,GESTURE(7),False,95155151-13ae-4763-8da1-60bde02fdc61,False,True,S_SLASH_01(31722),False,急襲突き　印当て,,急襲突き　印当て,,3,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 5.251623e-08, 'y': 0.0, 'z': -1.5}, 'radius': 0.5}",,,,
88,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,24.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,4,True,True,1.0,1.0,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,7.0,0.0,0.0,NORMAL(0),False,99e07dd2-27b9-4385-86da-0bf9d5642416,False,True,W_SLASH_02(19631),False,急襲突き　フィニッシュ,,急襲突き　フィニッシュ,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -1.578747e-08, 'y': 0.0, 'z': 2.0}, 'radius': 0.5}",,,,
89,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,18.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,3,True,True,1.0,1.0,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,7.0,0.0,0.0,NORMAL(0),False,53d48f82-27b4-46a2-817a-e7c099a9ecfa,False,True,W_SLASH_01(24146),False,急襲突き強化　着地斬り,,急襲突き強化　着地斬り,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -1.578747e-08, 'y': 0.0, 'z': 2.0}, 'radius': 0.5}",,,,
90,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,28.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,4,True,True,1.0,1.0,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,7.0,0.0,0.0,NORMAL(0),False,99e07dd2-27b9-4385-86da-0bf9d5642416,False,True,W_SLASH_02(19631),False,急襲突き強化　フィニッシュ,,急襲突き強化　フィニッシュ,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -1.578747e-08, 'y': 0.0, 'z': 2.0}, 'radius': 0.5}",,,,
34,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,20.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,True,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,2,True,True,1.0,1.0,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,7.0,0.0,0.0,NORMAL(0),False,95155151-13ae-4763-8da1-60bde02fdc61,False,True,W_SLASH_01(24146),False,地上〇溜め技（一段目）,,地上〇溜め技（一段目）,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -1.578747e-08, 'y': 0.0, 'z': 2.0}, 'radius': 0.5}",,,,
36,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,16.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,True,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,2,True,True,1.0,1.0,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,7.0,0.0,0.0,NORMAL(0),False,53d48f82-27b4-46a2-817a-e7c099a9ecfa,False,True,INSECT_00(25603),False,地上〇溜め技（空中回転）,,地上〇溜め技（空中回転）,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -1.578747e-08, 'y': 0.0, 'z': 2.0}, 'radius': 0.5}",,,,
37,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,32.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,4,True,True,1.0,1.0,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,7.0,0.0,0.0,NORMAL(0),False,99e07dd2-27b9-4385-86da-0bf9d5642416,False,True,SLASH_10(1861),False,地上〇溜め技（着地）,,地上〇溜め技（着地）,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -1.578747e-08, 'y': 0.0, 'z': 2.0}, 'radius': 0.5}",,,,
31,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,12.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,True,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,2,True,True,1.0,1.0,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,7.0,0.0,0.0,NORMAL(0),False,53d48f82-27b4-46a2-817a-e7c099a9ecfa,False,True,W_SLASH_01(24146),False,強化地上〇溜め技（二段目）,,強化地上〇溜め技（二段目）,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -1.578747e-08, 'y': 0.0, 'z': 2.0}, 'radius': 0.5}",,,,
35,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,12.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,True,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,2,True,True,1.0,1.0,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,7.0,0.0,0.0,NORMAL(0),False,53d48f82-27b4-46a2-817a-e7c099a9ecfa,False,True,W_SLASH_01(24146),False,地上〇溜め技（二段目）,,地上〇溜め技（二段目）,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -1.578747e-08, 'y': 0.0, 'z': 2.0}, 'radius': 0.5}",,,,
38,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,18.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,True,False,False,1.0,1.0,1.0,1.0,False,False,True,True,False,False,1,False,1,,False,False,False,False,False,10,True,True,0.8,0.8,True,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,99e07dd2-27b9-4385-86da-0bf9d5642416,False,True,W_SLASH_01(24146),False,エイム攻撃　刃斬撃,,エイム攻撃　刃斬撃,,5,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.5}, 'end': {'x': 1.618998e-08, 'y': 0.0, 'z': 2.0}, 'radius': 1.0}",,,,
39,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,8.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,STAMINA(-392388800),False,5.0,True,0.0,5.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,True,False,False,1.0,1.0,1.0,1.0,False,False,True,True,False,False,1,False,1,,False,False,True,True,False,10,True,True,0.8,0.8,True,True,,False,False,1.0,False,BLOW(8),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,99e07dd2-27b9-4385-86da-0bf9d5642416,False,True,S_SLASH_00(10757),False,エイム攻撃　棒打撃,,エイム攻撃　棒打撃,,3,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 5.251623e-08, 'y': 0.0, 'z': -1.5}, 'radius': 0.5}",,,,
